#      x          Cp  
     1.00000    0.45105
     0.99485    0.28602
     0.98822    0.23255
     0.98083    0.18581
     0.97270    0.14773
     0.96390    0.11379
     0.95456    0.08294
     0.94481    0.05447
     0.93475    0.02796
     0.92449    0.00309
     0.91410   -0.02040
     0.90361   -0.04272
     0.89307   -0.06405
     0.88249   -0.08456
     0.87188   -0.10436
     0.86126   -0.12358
     0.85062   -0.14231
     0.83998   -0.16062
     0.82933   -0.17859
     0.81868   -0.19627
     0.80802   -0.21372
     0.79736   -0.23099
     0.78670   -0.24811
     0.77604   -0.26513
     0.76537   -0.28208
     0.75471   -0.29898
     0.74404   -0.31588
     0.73337   -0.33279
     0.72271   -0.34974
     0.71204   -0.36675
     0.70137   -0.38385
     0.69071   -0.40106
     0.68004   -0.41840
     0.66938   -0.43589
     0.65872   -0.45355
     0.64806   -0.47140
     0.63740   -0.48946
     0.62675   -0.50775
     0.61610   -0.52629
     0.60546   -0.54509
     0.59481   -0.56418
     0.58418   -0.58358
     0.57354   -0.60331
     0.56292   -0.62338
     0.55229   -0.64382
     0.54168   -0.66465
     0.53107   -0.68589
     0.52047   -0.70756
     0.50987   -0.72970
     0.49929   -0.75232
     0.48871   -0.77544
     0.47814   -0.79911
     0.46758   -0.82335
     0.45703   -0.84817
     0.44649   -0.87364
     0.43596   -0.89976
     0.42545   -0.92659
     0.41495   -0.95415
     0.40446   -0.98250
     0.39398   -1.01168
     0.38352   -1.04173
     0.37308   -1.07272
     0.36265   -1.10469
     0.35224   -1.13773
     0.34185   -1.17187
     0.33148   -1.20722
     0.32114   -1.24383
     0.31081   -1.28183
     0.30051   -1.32128
     0.29024   -1.36232
     0.28000   -1.40507
     0.26979   -1.44966
     0.25961   -1.49624
     0.24946   -1.54501
     0.23936   -1.59614
     0.22930   -1.64985
     0.21929   -1.70642
     0.20932   -1.76609
     0.19942   -1.82922
     0.18958   -1.89616
     0.17981   -1.96732
     0.17013   -2.04321
     0.16053   -2.12432
     0.15105   -2.21128
     0.14169   -2.30479
     0.13248   -2.40552
     0.12344   -2.51435
     0.11461   -2.63206
     0.10603   -2.75949
     0.09773   -2.89743
     0.08976   -3.04651
     0.08218   -3.20725
     0.07501   -3.37990
     0.06830   -3.56448
     0.06206   -3.76092
     0.05630   -3.96892
     0.05101   -4.18826
     0.04617   -4.41873
     0.04174   -4.66023
     0.03771   -4.91292
     0.03403   -5.17693
     0.03067   -5.45277
     0.02760   -5.74084
     0.02478   -6.04176
     0.02220   -6.35623
     0.01983   -6.68449
     0.01764   -7.02704
     0.01563   -7.38450
     0.01377   -7.75588
     0.01206   -8.14054
     0.01049   -8.53725
     0.00903   -8.94271
     0.00770   -9.35165
     0.00648   -9.75890
     0.00537  -10.15367
     0.00437  -10.52350
     0.00348  -10.85337
     0.00268  -11.12223
     0.00200  -11.30996
     0.00141  -11.39332
     0.00093  -11.35326
     0.00055  -11.18020
     0.00028  -10.86574
     0.00010  -10.42904
     0.00001   -9.88841
     0.00001   -9.28751
     0.00010   -8.62213
     0.00028   -7.87365
     0.00055   -7.07285
     0.00093   -6.24223
     0.00141   -5.41387
     0.00200   -4.61289
     0.00268   -3.86022
     0.00348   -3.16976
     0.00437   -2.54786
     0.00537   -1.99668
     0.00648   -1.51362
     0.00770   -1.09412
     0.00903   -0.73268
     0.01049   -0.42277
     0.01206   -0.15845
     0.01377    0.06594
     0.01563    0.25563
     0.01764    0.41517
     0.01983    0.54849
     0.02220    0.65904
     0.02478    0.74976
     0.02760    0.82314
     0.03067    0.88131
     0.03403    0.92609
     0.03771    0.95905
     0.04174    0.98155
     0.04617    0.99479
     0.05101    0.99987
     0.05630    0.99782
     0.06206    0.98964
