#      x          Cp  
     0.06830    0.97632
     0.07501    0.95883
     0.08218    0.93810
     0.08976    0.91503
     0.09773    0.89040
     0.10603    0.86489
     0.11461    0.83904
     0.12344    0.81329
     0.13248    0.78793
     0.14169    0.76320
     0.15105    0.73923
     0.16053    0.71612
     0.17013    0.69391
     0.17981    0.67262
     0.18958    0.65225
     0.19942    0.63279
     0.20932    0.61420
     0.21929    0.59647
     0.22930    0.57955
     0.23936    0.56340
     0.24946    0.54800
     0.25961    0.53331
     0.26979    0.51929
     0.28000    0.50591
     0.29024    0.49313
     0.30051    0.48092
     0.31081    0.46926
     0.32114    0.45811
     0.33148    0.44745
     0.34185    0.43725
     0.35224    0.42749
     0.36265    0.41814
     0.37308    0.40918
     0.38352    0.40059
     0.39398    0.39236
     0.40446    0.38446
     0.41495    0.37687
     0.42545    0.36959
     0.43596    0.36259
     0.44649    0.35586
     0.45703    0.34939
     0.46758    0.34315
     0.47814    0.33716
     0.48871    0.33138
     0.49929    0.32581
     0.50987    0.32044
     0.52047    0.31526
     0.53107    0.31027
     0.54168    0.30544
     0.55229    0.30079
     0.56292    0.29629
     0.57354    0.29194
     0.58418    0.28774
     0.59481    0.28368
     0.60546    0.27976
     0.61610    0.27597
     0.62675    0.27231
     0.63740    0.26877
     0.64806    0.26535
     0.65872    0.26206
     0.66938    0.25888
     0.68004    0.25582
     0.69071    0.25288
     0.70137    0.25005
     0.71204    0.24735
     0.72271    0.24476
     0.73337    0.24230
     0.74404    0.23996
     0.75471    0.23776
     0.76537    0.23568
     0.77604    0.23376
     0.78670    0.23199
     0.79736    0.23038
     0.80802    0.22895
     0.81868    0.22771
     0.82933    0.22668
     0.83998    0.22589
     0.85062    0.22535
     0.86126    0.22511
     0.87188    0.22520
     0.88249    0.22568
     0.89307    0.22662
     0.90361    0.22808
     0.91410    0.23019
     0.92449    0.23309
     0.93475    0.23693
     0.94481    0.24199
     0.95456    0.24857
     0.96390    0.25711
     0.97270    0.26832
     0.98083    0.28328
     0.98822    0.30513
     0.99485    0.33553
     1.00000    0.45105
