#      x          Cp  
     1.00000    0.44187
     0.99485    0.32064
     0.98822    0.28799
     0.98083    0.26394
     0.97270    0.24705
     0.96390    0.23400
     0.95456    0.22372
     0.94481    0.21548
     0.93475    0.20884
     0.92449    0.20347
     0.91410    0.19911
     0.90361    0.19559
     0.89307    0.19275
     0.88249    0.19049
     0.87188    0.18872
     0.86126    0.18737
     0.85062    0.18638
     0.83998    0.18570
     0.82933    0.18531
     0.81868    0.18516
     0.80802    0.18524
     0.79736    0.18553
     0.78670    0.18600
     0.77604    0.18664
     0.76537    0.18744
     0.75471    0.18840
     0.74404    0.18949
     0.73337    0.19072
     0.72271    0.19208
     0.71204    0.19356
     0.70137    0.19516
     0.69071    0.19688
     0.68004    0.19871
     0.66938    0.20067
     0.65872    0.20273
     0.64806    0.20490
     0.63740    0.20720
     0.62675    0.20960
     0.61610    0.21213
     0.60546    0.21477
     0.59481    0.21755
     0.58418    0.22044
     0.57354    0.22347
     0.56292    0.22664
     0.55229    0.22996
     0.54168    0.23342
     0.53107    0.23703
     0.52047    0.24081
     0.50987    0.24476
     0.49929    0.24888
     0.48871    0.25320
     0.47814    0.25771
     0.46758    0.26243
     0.45703    0.26738
     0.44649    0.27254
     0.43596    0.27796
     0.42545    0.28364
     0.41495    0.28959
     0.40446    0.29583
     0.39398    0.30237
     0.38352    0.30924
     0.37308    0.31645
     0.36265    0.32403
     0.35224    0.33199
     0.34185    0.34036
     0.33148    0.34917
     0.32114    0.35844
     0.31081    0.36820
     0.30051    0.37848
     0.29024    0.38931
     0.28000    0.40074
     0.26979    0.41279
     0.25961    0.42551
     0.24946    0.43893
     0.23936    0.45312
     0.22930    0.46811
     0.21929    0.48395
     0.20932    0.50070
     0.19942    0.51842
     0.18958    0.53716
     0.17981    0.55698
     0.17013    0.57792
     0.16053    0.60006
     0.15105    0.62342
     0.14169    0.64802
     0.13248    0.67387
     0.12344    0.70092
     0.11461    0.72908
     0.10603    0.75818
     0.09773    0.78797
     0.08976    0.81809
     0.08218    0.84807
     0.07501    0.87731
     0.06830    0.90516
     0.06206    0.93086
     0.05630    0.95366
     0.05101    0.97278
     0.04617    0.98741
     0.04174    0.99676
     0.03771    1.00000
     0.03403    0.99620
     0.03067    0.98436
     0.02760    0.96332
     0.02478    0.93171
     0.02220    0.88796
     0.01983    0.83018
     0.01764    0.75616
     0.01563    0.66328
     0.01377    0.54847
     0.01206    0.40818
     0.01049    0.23827
     0.00903    0.03413
     0.00770   -0.20921
     0.00648   -0.49728
     0.00537   -0.83515
     0.00437   -1.22739
     0.00348   -1.67733
     0.00268   -2.18507
     0.00200   -2.74755
     0.00141   -3.35606
     0.00093   -3.99626
     0.00055   -4.64990
     0.00028   -5.29297
     0.00010   -5.90710
