#      x          Cp  
     0.00001   -6.46701
     0.00001   -6.98455
     0.00010   -7.46337
     0.00028   -7.87002
     0.00055   -8.18751
     0.00093   -8.39834
     0.00141   -8.50610
     0.00200   -8.51566
     0.00268   -8.43977
     0.00348   -8.29515
     0.00437   -8.09673
     0.00537   -7.86067
     0.00648   -7.59885
     0.00770   -7.32134
     0.00903   -7.03708
     0.01049   -6.75065
     0.01206   -6.46670
     0.01377   -6.18837
     0.01563   -5.91708
     0.01764   -5.65374
     0.01983   -5.39951
     0.02220   -5.15422
     0.02478   -4.91775
     0.02760   -4.69017
     0.03067   -4.47111
     0.03403   -4.26027
     0.03771   -4.05747
     0.04174   -3.86244
     0.04617   -3.67520
     0.05101   -3.49571
     0.05630   -3.32414
     0.06206   -3.16075
     0.06830   -3.00579
     0.07501   -2.85958
     0.08218   -2.72228
     0.08976   -2.59394
     0.09773   -2.47444
     0.10603   -2.36346
     0.11461   -2.26055
     0.12344   -2.16515
     0.13248   -2.07662
     0.14169   -1.99441
     0.15105   -1.91783
     0.16053   -1.84638
     0.17013   -1.77953
     0.17981   -1.71678
     0.18958   -1.65777
     0.19942   -1.60209
     0.20932   -1.54942
     0.21929   -1.49950
     0.22930   -1.45205
     0.23936   -1.40688
     0.24946   -1.36376
     0.25961   -1.32253
     0.26979   -1.28305
     0.28000   -1.24517
     0.29024   -1.20877
     0.30051   -1.17375
     0.31081   -1.14000
     0.32114   -1.10742
     0.33148   -1.07598
     0.34185   -1.04555
     0.35224   -1.01611
     0.36265   -0.98757
     0.37308   -0.95989
     0.38352   -0.93302
     0.39398   -0.90691
     0.40446   -0.88152
     0.41495   -0.85681
     0.42545   -0.83274
     0.43596   -0.80928
     0.44649   -0.78641
     0.45703   -0.76407
     0.46758   -0.74226
     0.47814   -0.72094
     0.48871   -0.70010
     0.49929   -0.67970
     0.50987   -0.65972
     0.52047   -0.64014
     0.53107   -0.62095
     0.54168   -0.60211
     0.55229   -0.58362
     0.56292   -0.56545
     0.57354   -0.54759
     0.58418   -0.53002
     0.59481   -0.51271
     0.60546   -0.49566
     0.61610   -0.47885
     0.62675   -0.46226
     0.63740   -0.44586
     0.64806   -0.42966
     0.65872   -0.41362
     0.66938   -0.39773
     0.68004   -0.38199
     0.69071   -0.36635
     0.70137   -0.35081
     0.71204   -0.33535
     0.72271   -0.31995
     0.73337   -0.30459
     0.74404   -0.28924
     0.75471   -0.27389
     0.76537   -0.25850
     0.77604   -0.24305
     0.78670   -0.22751
     0.79736   -0.21185
     0.80802   -0.19603
     0.81868   -0.18001
     0.82933   -0.16375
     0.83998   -0.14719
     0.85062   -0.13028
     0.86126   -0.11296
     0.87188   -0.09513
     0.88249   -0.07671
     0.89307   -0.05759
     0.90361   -0.03765
     0.91410   -0.01672
     0.92449    0.00538
     0.93475    0.02885
     0.94481    0.05398
     0.95456    0.08107
     0.96390    0.11056
     0.97270    0.14318
     0.98083    0.17999
     0.98822    0.22548
     0.99485    0.27799
     1.00000    0.44187
