#      x          Cp  
     0.75471   -0.26019
     0.76537   -0.24557
     0.77604   -0.23087
     0.78670   -0.21608
     0.79736   -0.20115
     0.80802   -0.18606
     0.81868   -0.17077
     0.82933   -0.15523
     0.83998   -0.13939
     0.85062   -0.12319
     0.86126   -0.10657
     0.87188   -0.08945
     0.88249   -0.07175
     0.89307   -0.05334
     0.90361   -0.03411
     0.91410   -0.01389
     0.92449    0.00749
     0.93475    0.03025
     0.94481    0.05465
     0.95456    0.08103
     0.96390    0.10981
     0.97270    0.14174
     0.98083    0.17788
     0.98822    0.22270
     0.99485    0.27467
     1.00000    0.43780
