#      x          Cp  
     0.02220    0.99842
     0.01983    0.99954
     0.01764    0.99255
     0.01563    0.97590
     0.01377    0.94771
     0.01206    0.90574
     0.01049    0.84733
     0.00903    0.76938
     0.00770    0.66834
     0.00648    0.54021
     0.00537    0.38080
     0.00437    0.18593
     0.00348   -0.04819
     0.00268   -0.32392
     0.00200   -0.64188
     0.00141   -0.99949
     0.00093   -1.39040
     0.00055   -1.80510
     0.00028   -2.22995
     0.00010   -2.65260
     0.00001   -3.05559
     0.00001   -3.44319
     0.00010   -3.81812
     0.00028   -4.15995
     0.00055   -4.45449
     0.00093   -4.68721
     0.00141   -4.85645
     0.00200   -4.96174
     0.00268   -5.00818
     0.00348   -5.00439
     0.00437   -4.95865
     0.00537   -4.88075
     0.00648   -4.77829
     0.00770   -4.65806
     0.00903   -4.52639
     0.01049   -4.38680
     0.01206   -4.24299
     0.01377   -4.09764
     0.01563   -3.95226
     0.01764   -3.80794
     0.01983   -3.66599
     0.02220   -3.52668
     0.02478   -3.39030
     0.02760   -3.25722
     0.03067   -3.12748
     0.03403   -3.00110
     0.03771   -2.87817
     0.04174   -2.75868
     0.04617   -2.64279
     0.05101   -2.53060
     0.05630   -2.42235
     0.06206   -2.31830
     0.06830   -2.21873
     0.07501   -2.12397
     0.08218   -2.03421
     0.08976   -1.94961
     0.09773   -1.87020
     0.10603   -1.79586
     0.11461   -1.72639
     0.12344   -1.66151
     0.13248   -1.60086
     0.14169   -1.54413
     0.15105   -1.49093
     0.16053   -1.44095
     0.17013   -1.39388
     0.17981   -1.34941
     0.18958   -1.30734
     0.19942   -1.26740
     0.20932   -1.22940
     0.21929   -1.19317
     0.22930   -1.15855
     0.23936   -1.12541
     0.24946   -1.09361
     0.25961   -1.06306
     0.26979   -1.03365
     0.28000   -1.00531
     0.29024   -0.97794
     0.30051   -0.95149
     0.31081   -0.92590
     0.32114   -0.90109
     0.33148   -0.87705
     0.34185   -0.85369
     0.35224   -0.83101
     0.36265   -0.80893
     0.37308   -0.78745
     0.38352   -0.76652
     0.39398   -0.74612
     0.40446   -0.72621
     0.41495   -0.70678
     0.42545   -0.68779
     0.43596   -0.66923
     0.44649   -0.65108
     0.45703   -0.63331
     0.46758   -0.61591
     0.47814   -0.59886
     0.48871   -0.58214
     0.49929   -0.56574
     0.50987   -0.54963
     0.52047   -0.53382
     0.53107   -0.51828
     0.54168   -0.50299
     0.55229   -0.48794
     0.56292   -0.47313
     0.57354   -0.45854
     0.58418   -0.44415
     0.59481   -0.42994
     0.60546   -0.41592
     0.61610   -0.40207
     0.62675   -0.38836
     0.63740   -0.37479
     0.64806   -0.36136
     0.65872   -0.34802
     0.66938   -0.33479
     0.68004   -0.32165
     0.69071   -0.30857
     0.70137   -0.29554
     0.71204   -0.28255
     0.72271   -0.26958
     0.73337   -0.25661
     0.74404   -0.24362
     0.75471   -0.23058
     0.76537   -0.21750
     0.77604   -0.20431
     0.78670   -0.19102
     0.79736   -0.17758
     0.80802   -0.16396
     0.81868   -0.15013
     0.82933   -0.13604
     0.83998   -0.12165
     0.85062   -0.10690
     0.86126   -0.09172
     0.87188   -0.07604
     0.88249   -0.05977
     0.89307   -0.04281
     0.90361   -0.02502
     0.91410   -0.00627
     0.92449    0.01365
     0.93475    0.03493
     0.94481    0.05785
     0.95456    0.08275
     0.96390    0.11006
     0.97270    0.14053
     0.98083    0.17525
     0.98822    0.21864
     0.99485    0.26943
     1.00000    0.43072
