#      x          Cp  
     0.13248   -0.11809
     0.14169   -0.12720
     0.15105   -0.13508
     0.16053   -0.14187
     0.17013   -0.14767
     0.17981   -0.15257
     0.18958   -0.15667
     0.19942   -0.16005
     0.20932   -0.16277
     0.21929   -0.16490
     0.22930   -0.16649
     0.23936   -0.16760
     0.24946   -0.16827
     0.25961   -0.16854
     0.26979   -0.16844
     0.28000   -0.16801
     0.29024   -0.16728
     0.30051   -0.16628
     0.31081   -0.16502
     0.32114   -0.16353
     0.33148   -0.16184
     0.34185   -0.15994
     0.35224   -0.15788
     0.36265   -0.15566
     0.37308   -0.15329
     0.38352   -0.15079
     0.39398   -0.14817
     0.40446   -0.14543
     0.41495   -0.14260
     0.42545   -0.13967
     0.43596   -0.13666
     0.44649   -0.13357
     0.45703   -0.13041
     0.46758   -0.12719
     0.47814   -0.12391
     0.48871   -0.12057
     0.49929   -0.11719
     0.50987   -0.11375
     0.52047   -0.11027
     0.53107   -0.10675
     0.54168   -0.10319
     0.55229   -0.09959
     0.56292   -0.09596
     0.57354   -0.09229
     0.58418   -0.08858
     0.59481   -0.08483
     0.60546   -0.08105
     0.61610   -0.07723
     0.62675   -0.07337
     0.63740   -0.06946
     0.64806   -0.06551
     0.65872   -0.06150
     0.66938   -0.05744
     0.68004   -0.05333
     0.69071   -0.04915
     0.70137   -0.04490
     0.71204   -0.04056
     0.72271   -0.03614
     0.73337   -0.03162
     0.74404   -0.02700
     0.75471   -0.02226
     0.76537   -0.01738
     0.77604   -0.01236
     0.78670   -0.00717
     0.79736   -0.00179
     0.80802    0.00379
     0.81868    0.00961
     0.82933    0.01570
     0.83998    0.02208
     0.85062    0.02881
     0.86126    0.03594
     0.87188    0.04352
     0.88249    0.05162
     0.89307    0.06035
     0.90361    0.06980
     0.91410    0.08010
     0.92449    0.09144
     0.93475    0.10401
     0.94481    0.11809
     0.95456    0.13401
     0.96390    0.15225
     0.97270    0.17354
     0.98083    0.19903
     0.98822    0.23264
     0.99485    0.27463
     1.00000    0.41828
