# Config version: 1.15
# Main deploy: 335
# Apogee delay: 0
# Callsign: N0CALL
# Radio cal: 7119346
# Accel cal: 2033 2070
# IMU cal: 6 4 28
# Pad orientation: 0
# Max flight log: 1024
# Baro reserved: 156
# Baro sens: 46328
# Baro off: 40846
# Baro tcs: 29002
# Baro tco: 26022
# Baro tref: 31970
# Baro tempsens: 27877
# Baro crc: 44627
# Manufacturer: altusmetrum.org
# Product: TeleMega-v1.0
# Serial number: 1254
# Software version: 1.3.1
#version,serial,flight,call,time,clock,rssi,lqi,state,state_name,acceleration,pressure,altitude,height,accel_speed,baro_speed,temperature,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
5, 1254, 8, N0CALL,    -0.73,   159.66, 2147483647,   0,2,     pad,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.0,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00, 0, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,2147483647,   0,2147483647,2147483647.0,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
5, 1254, 8, N0CALL,    -0.73,   159.66, 2147483647,   0,2,     pad,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.0,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00,2147483647.00, 0, 0,  0,2147483647.0000000,2147483647.0000000,2147483647.0,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,        0,2147483647,   0,2147483647,2147483647.0,2147483647.0,2147483647.0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
5, 1254, 8, N0CALL,    -0.30,   160.09, 2147483647,   0,2,     pad,    2.65, 101296.00,    2.41,   -0.42,    0.11,    0.11, 34.4,2147483647.00,2147483647.00,2147483647.00,  10.14,   0.32,   0.41,  -0.49,   0.10,   0.27,  -0.37,   0.02,   0.75, 1, 1,  9,  31.1193120, -86.0895056,    49.0, 2015,  3, 21, 20, 57, 43,        0,       46,   0,  90,   1.6,   0.9,   1.3,  0,  0, 32,  0,  0,  0, 36,  0, 33, 34,  0,  0,  0,  0,  0, 33,  0,  0, 34,  0,  0,  0, 33,  0,  0,  0, 36,  0,  0,  0, 37, 36
5, 1254, 8, N0CALL,    -0.30,   160.09, 2147483647,   0,2,     pad,    2.65, 101296.00,    2.41,   -0.42,    0.11,    0.11, 34.4, 0.00, 0.00, 4.13,  10.14,   0.32,   0.41,  -0.49,   0.10,   0.27,  -0.37,   0.02,   0.75, 1, 1,  9,  31.1193120, -86.0895056,    49.0, 2015,  3, 21, 20, 57, 43,        0,       46,   0,  90,   1.6,   0.9,   1.3,  0,  0, 32,  0,  0,  0, 36,  0, 33, 34,  0,  0,  0,  0,  0, 33,  0,  0, 34,  0,  0,  0, 33,  0,  0,  0, 36,  0,  0,  0, 37, 36
5, 1254, 8, N0CALL,    -0.29,   160.10, 2147483647,   0,2,     pad,    3.18, 101304.00,    1.75,   -1.08,   -0.13,   -0.13, 34.4, 0.00, 0.00, 4.13,   9.94,   0.60,   0.46,   0.67,   0.04,   0.09,  -0.36,   0.03,   0.75, 1, 1,  9,  31.1193120, -86.0895056,    49.0, 2015,  3, 21, 20, 57, 43,        0,       46,   0,  90,   1.6,   0.9,   1.3,  0,  0, 32,  0,  0,  0, 36,  0, 33, 34,  0,  0,  0,  0,  0, 33,  0,  0, 34,  0,  0,  0, 33,  0,  0,  0, 36,  0,  0,  0, 37, 36
5, 1254, 8, N0CALL,    -0.28,   160.11, 2147483647,   0,2,     pad,    2.65, 101285.00,    3.33,    0.50,    0.18,    0.18, 34.3, 0.00, 0.00, 4.13,   9.47,   0.34,   0.55,  -0.43,  -0.09,  -0.21,  -0.36,   0.02,   0.75, 1, 1,  9,  31.1193120, -86.0895056,    49.0, 2015,  3, 21, 20, 57, 43,        0,       46,   0,  90,   1.6,   0.9,   1.3,  0,  0, 32,  0,  0,  0, 36,  0, 33, 34,  0,  0,  0,  0,  0, 33,  0,  0, 34,  0,  0,  0, 33,  0,  0,  0, 36,  0,  0,  0, 37, 36
5, 1254, 8, N0CALL,    -0.27,   160.12, 2147483647,   0,2,     pad,    2.65, 101297.00,    2.33,   -0.50,   -0.02,   -0.02, 34.4, 0.00, 0.00, 4.13,  10.07,   0.22,   0.60,   0.36,   0.04,  -0.03,  -0.36,   0.02,   0.75, 1, 1,  9,  31.1193120, -86.0895056,    49.0, 2015,  3, 21, 20, 57, 43,        0,       46,   0,  90,   1.6,   0.9,   1.3,  0,  0, 32,  0,  0,  0, 36,  0, 33, 34,  0,  0,  0,  0,  0, 33,  0,  0, 34,  0,  0,  0, 33,  0,  0,  0, 36,  0,  0,  0, 37, 36
5, 1254, 8, N0CALL,    -0.26,   160.13, 2147483647,   0,2,     pad,    3.18, 101298.00,    2.25,   -0.58,   -0.03,   -0.03, 34.4, 0.00, 0.00, 4.13,  10.03,  -0.04,   0.65,  -0.25,  -0.21,  -0.34,  -0.36,   0.02,   0.75, 1, 1,  9,  31.1193120, -86.0895056,    49.0, 2015,  3, 21, 20, 57, 43,        0,       46,   0,  90,   1.6,   0.9,   1.3,  0,  0, 32,  0,  0,  0, 36,  0, 33, 34,  0,  0,  0,  0,  0, 33,  0,  0, 34,  0,  0,  0, 33,  0,  0,  0, 36,  0,  0,  0, 37, 36
5, 1254, 8, N0CALL,    -0.25,   160.14, 2147483647,   0,2,     pad,    2.65, 101277.00,    4.00,    1.17,    0.32,    0.32, 34.3, 0.00, 0.00, 4.13,   9.55,  -0.25,   0.89,   0.49,  -0.09,  -0.15,  -0.36,   0.02,   0.75, 1, 1,  9,  31.1193120, -86.0895056,    49.0, 2015,  3, 21, 20, 57, 43,        0,       46,   0,  90,   1.6,   0.9,   1.3,  0,  0, 32,  0,  0,  0, 36,  0, 33, 34,  0,  0,  0,  0,  0, 33,  0,  0, 34,  0,  0,  0, 33,  0,  0,  0, 36,  0,  0,  0, 37, 36
5, 1254, 8, N0CALL,    -0.24,   160.15, 2147483647,   0,2,     pad,    2.12, 101293.00,    2.66,   -0.17,    0.05,    0.05, 34.4, 0.00, 0.00, 4.13,  10.01,   0.01,   0.72,  -0.43,   0.04,   0.27,  -0.36,   0.02,   0.75, 1, 1,  9,  31.1193120, -86.0895056,    49.0, 2015,  3, 21, 20, 57, 43,        0,       46,   0,  90,   1.6,   0.9,   1.3,  0,  0, 32,  0,  0,  0, 36,  0, 33, 34,  0,  0,  0,  0,  0, 33,  0,  0, 34,  0,  0,  0, 33,  0,  0,  0, 36,  0,  0,  0, 37, 36
