# Simulation 1 (Up to date)
# 543 data points written for 53 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
8.2956,2398.1,113.13,-40.451,356.5,47.536,3682.6,0.0082299,3682.6,1.2805e-4,338.08,24.968,28.61,-80.588,32.119,0.0022565,2.3129e-7,0.012712,0.0048783,67.585,0,5.2558,0.05107,35.293,25.876,3.1389,0.32195,8030100,0,15.372,0.50007,0.50007,0.31316,0.053433,0.13348,4.6049e-4,0.0013182,2.4344e-4,0,0,0,0,2.7772e-4,3,7.0686,18.503,-6.0957e-4,NaN,50.448,928.81,1107.3,0.05,0.09785
8.3456,2403.7,111.11,-40.263,354.69,47.255,3699.4,0.0082923,3699.4,1.2843e-4,336.84,24.737,28.61,-80.588,32.119,0.0015439,2.3144e-7,0.013176,0.0038369,67.585,0,5.2558,0.05107,35.292,25.876,3.1388,0.32032,7988127,0,15.209,0.49994,0.49994,0.31319,0.053407,0.13334,3.1502e-4,6.5142e-4,-2.6935e-4,0,0,0,0,3.014e-4,3,7.0686,18.257,-2.7533e-4,NaN,50.428,928.62,1107.3,0.05,0.098135
8.3956,2409.2,109.1,-40.074,352.89,46.976,3716.3,0.0083425,3716.3,1.2862e-4,335.61,24.511,28.61,-80.588,32.119,0.0012828,2.3153e-7,0.013673,-0.001492,67.585,0,5.2558,0.05107,35.292,25.876,3.1386,0.31871,7946642,0,15.049,0.49981,0.49981,0.31323,0.053381,0.1332,2.6171e-4,3.3479e-4,2.0062e-4,0,0,0,0,3.2791e-4,3,7.0686,18.01,3.073e-4,NaN,50.408,928.43,1107.3,0.05,0.098431
8.4456,2414.6,107.1,-39.879,351.12,46.694,3733,0.0083951,3733,1.2885e-4,334.39,24.291,28.61,-80.588,32.119,0.0020657,2.3156e-7,0.013304,-0.0036857,67.585,0,5.2558,0.05107,35.291,25.876,3.1383,0.31711,7905641,0,14.892,0.49969,0.49969,0.31326,0.053356,0.13307,4.2142e-4,0.0012106,-2.2426e-4,0,0,0,0,3.1358e-4,3,7.0686,17.762,7.7645e-4,NaN,50.389,928.24,1107.3,0.05,0.098765
8.4956,2419.9,105.11,-39.685,349.36,46.417,3749.7,0.008459,3749.7,1.2925e-4,333.18,24.075,28.61,-80.588,32.119,0.0028678,2.315e-7,0.013809,-0.001588,67.585,0,5.2558,0.05107,35.29,25.876,3.138,0.31553,7865120,0,14.738,0.49957,0.49957,0.31329,0.053332,0.13294,5.85e-4,0.001286,3.0959e-4,0,0,0,0,3.4124e-4,3,7.0686,17.513,5.8655e-4,NaN,50.37,928.06,1107.2,0.05,0.099535
8.5456,2425.1,103.13,-39.499,347.63,46.147,3766.3,0.0085313,3766.3,1.2978e-4,331.98,23.861,28.61,-80.588,32.119,0.0031832,2.3127e-7,0.014034,6.4264e-5,67.585,0,5.2558,0.05107,35.289,25.876,3.1377,0.31397,7825073,0,14.586,0.49944,0.49944,0.31332,0.053308,0.13281,6.4926e-4,0.0020791,1.7525e-4,0,0,0,0,3.56e-4,3,7.0686,17.261,2.4867e-4,NaN,50.352,927.89,1107.2,0.05,0.099965
8.5956,2430.2,101.16,-39.325,345.91,45.887,3782.9,0.0086045,3782.9,1.3032e-4,330.79,23.647,28.61,-80.588,32.119,0.0025583,2.3115e-7,0.014125,0.0012009,67.585,0,5.2558,0.05107,35.289,25.876,3.1376,0.31242,7785497,0,14.437,0.49933,0.49933,0.31335,0.053284,0.13269,5.2173e-4,0.001108,3.1294e-5,0,0,0,0,3.6419e-4,3,7.0686,17.007,2.1474e-5,NaN,50.333,927.71,1107.2,0.0025,0.10048
# Event EJECTION_CHARGE occurred at t=8.5956 seconds
8.5981,2430.5,101.06,-39.317,345.83,45.875,3783.7,0.0086081,3783.7,1.3035e-4,330.73,23.636,28.61,-80.588,32.119,0.0025086,2.3115e-7,0.014127,0.0012315,67.585,0,5.2558,0.05107,35.289,25.876,3.1376,0.31235,7783531,0,14.429,0.49932,0.49932,0.31335,0.053283,0.13268,5.1161e-4,8.4082e-4,4.7129e-4,0,0,0,0,3.6449e-4,3,7.0686,16.994,1.9492e-5,NaN,50.332,927.7,1107.2,0.00375,0.10094
8.6019,2430.9,100.92,-39.304,345.7,45.855,3785,0.0086134,3785,1.3039e-4,330.64,23.62,28.61,-80.588,32.119,0.0024351,2.3115e-7,0.014129,0.0012789,67.585,0,5.2558,0.05107,35.289,25.876,3.1376,0.31223,7780583,0,14.418,0.49931,0.49931,0.31336,0.053281,0.13267,4.9662e-4,0.0010313,-1.0074e-4,0,0,0,0,3.6484e-4,3,7.0686,16.975,1.6363e-5,NaN,50.331,927.69,1107.2,0.005625,0.10135
8.6075,2431.4,100.7,-39.285,345.51,45.827,3786.8,0.0086213,3786.8,1.3044e-4,330.51,23.596,28.61,-80.588,32.119,0.002327,2.3115e-7,0.014131,0.0013516,67.585,0,5.2558,0.05107,35.289,25.876,3.1375,0.31206,7776166,0,14.402,0.4993,0.4993,0.31336,0.053278,0.13266,4.7455e-4,6.4073e-4,-3.22e-4,0,0,0,0,3.6537e-4,3,7.0686,16.947,1.21e-5,NaN,50.329,927.67,1107.2,0.0084375,0.10175
8.616,2432.3,100.36,-39.256,345.22,45.784,3789.6,0.0086331,3789.6,1.3053e-4,330.31,23.561,28.61,-80.588,32.119,0.0021683,2.3115e-7,0.014134,0.0014851,67.585,0,5.2558,0.05107,35.288,25.876,3.1375,0.3118,7769553,0,14.377,0.49928,0.49928,0.31337,0.053274,0.13264,4.4219e-4,9.7526e-4,-3.0482e-4,0,0,0,0,3.661e-4,3,7.0686,16.903,3.8491e-6,NaN,50.326,927.64,1107.2,0.012656,0.10216
8.6286,2433.6,99.868,-39.213,344.79,45.72,3793.8,0.0086504,3793.8,1.3064e-4,330.01,23.507,28.61,-80.588,32.119,0.0019442,2.3115e-7,0.014123,0.0017328,67.585,0,5.2558,0.05107,35.288,25.876,3.1375,0.31142,7759657,0,14.34,0.49925,0.49925,0.31337,0.053268,0.13261,3.9647e-4,9.6114e-4,-2.1608e-4,0,0,0,0,3.6649e-4,3,7.0686,16.839,-1.1543e-5,NaN,50.322,927.6,1107.2,0.018984,0.10258
8.6476,2435.4,99.124,-39.149,344.15,45.624,3800,0.0086757,3800,1.3081e-4,329.57,23.428,28.61,-80.588,32.119,0.0016517,2.3115e-7,0.014102,0.0020852,67.585,0,5.2558,0.05107,35.288,25.876,3.1374,0.31084,7744869,0,14.284,0.4992,0.4992,0.31338,0.05326,0.13256,3.368e-4,8.1218e-4,-3.2859e-4,0,0,0,0,3.6672e-4,3,7.0686,16.741,-2.4936e-5,NaN,50.315,927.53,1107.2,0.028477,0.10295
8.6761,2438.3,98.01,-39.052,343.19,45.479,3809.4,0.008712,3809.4,1.3103e-4,328.9,23.309,28.61,-80.588,32.119,0.0013539,2.3115e-7,0.014168,0.0018044,67.585,0,5.2558,0.05107,35.288,25.876,3.1374,0.30998,7722812,0,14.202,0.49914,0.49914,0.3134,0.053246,0.13249,2.7607e-4,6.2429e-6,3.8625e-4,0,0,0,0,3.7225e-4,3,7.0686,16.595,3.7944e-5,NaN,50.305,927.44,1107.2,0.042715,0.10337
8.7188,2442.4,96.345,-38.901,341.77,45.261,3823.4,0.0087644,3823.4,1.3134e-4,327.91,23.136,28.61,-80.588,32.119,0.0016059,2.3115e-7,0.014268,-9.819e-4,67.585,0,5.2558,0.05107,35.287,25.876,3.1372,0.3087,7.69e6,0,14.08,0.49904,0.49904,0.31343,0.053227,0.13239,3.2742e-4,9.4665e-4,2.7942e-4,0,0,0,0,3.8068e-4,3,7.0686,16.375,3.2645e-4,NaN,50.29,927.3,1107.1,0.05,0.10377
8.7688,2447.2,94.405,-38.721,340.12,45.005,3839.8,0.0088287,3839.8,1.3174e-4,326.76,22.938,28.61,-80.588,32.119,0.002665,2.3108e-7,0.014022,-0.0031062,67.585,0,5.2558,0.05107,35.286,25.876,3.1368,0.30721,7652026,0,13.939,0.49893,0.49893,0.31346,0.053204,0.13227,5.4332e-4,0.0016677,1.1567e-4,0,0,0,0,3.7121e-4,3,7.0686,16.117,8.3974e-4,NaN,50.273,927.14,1107.1,0.05,0.10849
8.8188,2451.8,92.473,-38.545,338.49,44.754,3856.1,0.0089055,3856.1,1.3232e-4,325.62,22.742,28.61,-80.588,32.119,0.0034986,2.3103e-7,0.014152,-0.0031287,67.585,0,5.2558,0.05107,35.286,25.876,3.1366,0.30575,7614499,0,13.801,0.49882,0.49882,0.31348,0.053182,0.13215,7.1322e-4,0.0017917,-1.3838e-4,0,0,0,0,3.8177e-4,3,7.0686,15.858,0.0010861,NaN,50.256,926.98,1107.1,0.05,0.10968
8.8688,2456.4,90.55,-38.378,336.88,44.511,3872.4,0.0089984,3872.4,1.3314e-4,324.48,22.547,28.61,-80.588,32.119,0.0034827,2.3103e-7,0.014494,-0.0018399,67.585,0,5.2558,0.05107,35.285,25.876,3.1364,0.3043,7577420,0,13.665,0.49871,0.49871,0.31351,0.05316,0.13204,7.0989e-4,0.0017517,2.1415e-4,0,0,0,0,4.0434e-4,3,7.0686,15.596,8.1145e-4,NaN,50.24,926.82,1107.1,0.05,0.11011
8.9188,2460.9,88.635,-38.218,335.29,44.276,3888.6,0.0091011,3888.6,1.341e-4,323.36,22.353,28.61,-80.588,32.119,0.0029593,2.3093e-7,0.01473,3.0497e-4,67.585,0,5.2558,0.05107,35.285,25.876,3.1362,0.30286,7540786,0,13.532,0.4986,0.4986,0.31354,0.053139,0.13192,6.0315e-4,0.001651,-1.0728e-4,0,0,0,0,4.2159e-4,3,7.0686,15.332,3.1372e-4,NaN,50.224,926.67,1107.1,0.05,0.11052
8.9688,2465.3,86.728,-38.065,333.72,44.046,3904.7,0.0092023,3904.7,1.3503e-4,322.25,22.162,28.61,-80.588,32.119,0.0020882,2.309e-7,0.014516,0.0030804,67.585,0,5.2558,0.05107,35.284,25.876,3.1361,0.30145,7504592,0,13.4,0.4985,0.4985,0.31357,0.053118,0.13181,4.2556e-4,9.6284e-4,1.5316e-4,0,0,0,0,4.1328e-4,3,7.0686,15.065,-1.0138e-4,NaN,50.208,926.52,1107.1,0.05,0.11083
9.0188,2469.6,84.829,-37.911,332.16,43.819,3920.8,0.0092946,3920.8,1.3582e-4,321.15,21.974,28.61,-80.588,32.119,0.0013456,2.3093e-7,0.014603,0.0029027,67.585,0,5.2558,0.05107,35.284,25.876,3.136,0.30005,7468836,0,13.271,0.49839,0.49839,0.31359,0.053097,0.1317,2.7419e-4,7.7216e-4,3.6979e-4,0,0,0,0,4.2215e-4,3,7.0686,14.798,4.012e-5,NaN,50.193,926.37,1107,0.05,0.11111
9.0688,2473.8,82.937,-37.753,330.62,43.591,3936.8,0.0093809,3936.8,1.3653e-4,320.05,21.791,28.61,-80.588,32.119,0.0013814,2.31e-7,0.014828,-0.0018242,67.585,0,5.2558,0.05107,35.283,25.876,3.1358,0.29866,7433514,0,13.144,0.49829,0.49829,0.31362,0.053077,0.1316,2.8147e-4,2.2821e-4,3.1232e-4,0,0,0,0,4.3935e-4,3,7.0686,14.529,4.7656e-4,NaN,50.178,926.23,1107,0.05,0.11144
9.1188,2477.9,81.054,-37.592,329.1,43.361,3952.8,0.00947,3952.8,1.3727e-4,318.97,21.612,28.61,-80.588,32.119,0.0022733,2.31e-7,0.014106,-0.005076,67.585,0,5.2558,0.05107,35.283,25.876,3.1356,0.29729,7398621,0,13.02,0.49819,0.49819,0.31364,0.053057,0.13149,4.6315e-4,0.0010859,-4.3083e-4,0,0,0,0,4.0125e-4,3,7.0686,14.26,0.0011297,NaN,50.164,926.09,1107,0.05,0.11175
9.1688,2481.9,79.178,-37.431,327.6,43.134,3968.7,0.0095741,3968.7,1.3822e-4,317.89,21.436,28.61,-80.588,32.119,0.0032549,2.31e-7,0.014166,-0.0051977,67.585,0,5.2558,0.05107,35.282,25.876,3.1353,0.29594,7364156,0,12.897,0.49809,0.49809,0.31367,0.053037,0.13139,6.6309e-4,0.0013094,3.3708e-4,0,0,0,0,4.084e-4,3,7.0686,13.989,0.0015681,NaN,50.149,925.95,1107,0.05,0.11207
9.2188,2485.8,77.31,-37.275,326.12,42.912,3984.6,0.0097019,3984.6,1.3951e-4,316.82,21.261,28.61,-80.588,32.119,0.003837,2.3108e-7,0.014591,-0.0042024,67.585,0,5.2558,0.05107,35.281,25.876,3.1351,0.2946,7330114,0,12.776,0.498,0.498,0.3137,0.053018,0.13128,7.8164e-4,0.0016969,-4.3823e-4,0,0,0,0,4.3722e-4,3,7.0686,13.717,0.0015997,NaN,50.135,925.82,1107,0.05,0.11238
9.2688,2489.6,75.45,-37.125,324.65,42.697,4000.4,0.0098501,4000.4,1.4108e-4,315.76,21.089,28.61,-80.587,32.119,0.0037602,2.3106e-7,0.015233,-0.0016736,67.585,0,5.2558,0.05107,35.281,25.876,3.1349,0.29328,7296492,0,12.658,0.4979,0.4979,0.31372,0.052998,0.13118,7.6593e-4,0.0018487,-1.0368e-4,0,0,0,0,4.809e-4,3,7.0686,13.442,9.9822e-4,NaN,50.122,925.69,1107,0.05,0.11267
9.3188,2493.3,73.598,-36.985,323.2,42.49,4016.2,0.010007,4016.2,1.4276e-4,314.71,20.917,28.61,-80.587,32.119,0.0029779,2.3112e-7,0.015228,0.0026225,67.585,0,5.2558,0.05107,35.28,25.876,3.1348,0.29198,7263288,0,12.542,0.49781,0.49781,0.31374,0.05298,0.13108,6.0652e-4,0.0010249,1.6204e-5,0,0,0,0,4.8485e-4,3,7.0686,13.165,5.0915e-5,NaN,50.108,925.56,1106.9,0.05,0.11299
9.3688,2497,71.752,-36.848,321.77,42.287,4031.9,0.010152,4031.9,1.4427e-4,313.67,20.747,28.61,-80.587,32.119,0.0021911,2.3115e-7,0.013922,0.0068615,67.585,0,5.2558,0.05107,35.28,25.876,3.1347,0.29069,7230497,0,12.427,0.49771,0.49771,0.31377,0.052961,0.13099,4.4622e-4,0.0012859,-5.3308e-4,0,0,0,0,4.089e-4,3,7.0686,12.887,-4.9454e-4,NaN,50.095,925.44,1106.9,0.05,0.11332
9.4188,2500.5,69.913,-36.71,320.36,42.086,4047.5,0.010278,4047.5,1.4549e-4,312.64,20.581,28.61,-80.587,32.119,0.0016186,2.3107e-7,0.012618,0.0091547,67.585,0,5.2558,0.05107,35.28,25.876,3.1346,0.28942,7198118,0,12.315,0.49762,0.49762,0.31379,0.052943,0.13089,3.2959e-4,0.0011605,2.0364e-4,0,0,0,0,3.3887e-4,3,7.0686,12.607,-5.4974e-4,NaN,50.083,925.32,1106.9,0.05,0.11361
9.4688,2504,68.081,-36.568,318.96,41.883,4063.1,0.010386,4063.1,1.4645e-4,311.61,20.418,28.61,-80.587,32.119,0.0014639,2.311e-7,0.014555,0.0056797,67.585,0,5.2558,0.05107,35.279,25.876,3.1345,0.28816,7166146,0,12.204,0.49753,0.49753,0.31381,0.052925,0.13079,2.9807e-4,1.3839e-4,1.1995e-4,0,0,0,0,4.5482e-4,3,7.0686,12.326,-1.7821e-4,NaN,50.07,925.2,1106.9,0.05,0.11403
9.5188,2507.3,66.256,-36.421,317.59,41.677,4078.7,0.010482,4078.7,1.4724e-4,310.6,20.26,28.61,-80.587,32.119,0.0023204,2.3107e-7,0.015652,5.5133e-4,67.585,0,5.2558,0.05107,35.279,25.876,3.1342,0.28692,7134580,0,12.095,0.49745,0.49745,0.31384,0.052908,0.1307,4.7243e-4,0.0013331,-4.7008e-4,0,0,0,0,5.3053e-4,3,7.0686,12.044,2.5998e-4,NaN,50.059,925.09,1106.9,0.05,0.11431
9.5688,2510.6,64.439,-36.275,316.22,41.473,4094.2,0.010576,4094.2,1.48e-4,309.59,20.104,28.61,-80.587,32.119,0.0035061,2.3118e-7,0.015709,-0.0011896,67.585,0,5.2558,0.05107,35.278,25.876,3.134,0.28569,7103416,0,11.989,0.49736,0.49736,0.31386,0.05289,0.13061,7.1383e-4,0.001855,-3.4468e-4,0,0,0,0,5.3903e-4,3,7.0686,11.761,6.1842e-4,NaN,50.047,924.98,1106.9,0.05,0.1146
9.6188,2513.8,62.629,-36.133,314.88,41.275,4109.7,0.010674,4109.7,1.4882e-4,308.59,19.949,28.61,-80.587,32.119,0.0042095,2.3124e-7,0.015794,-0.0016543,67.585,0,5.2558,0.05107,35.277,25.876,3.1337,0.28448,7072651,0,11.884,0.49727,0.49727,0.31388,0.052873,0.13052,8.5699e-4,0.0024679,-7.4986e-5,0,0,0,0,5.4952e-4,3,7.0686,11.477,8.2518e-4,NaN,50.036,924.87,1106.9,0.05,0.11488
9.6688,2516.8,60.825,-36.001,313.55,41.085,4125.1,0.01078,4125.1,1.4973e-4,307.59,19.795,28.61,-80.587,32.119,0.0039708,2.3142e-7,0.015955,-0.0013001,67.585,0,5.2558,0.05107,35.277,25.876,3.1336,0.28328,7042283,0,11.781,0.49719,0.49719,0.3139,0.052857,0.13043,8.0833e-4,0.0015549,-2.9747e-4,0,0,0,0,5.6555e-4,3,7.0686,11.19,7.3385e-4,NaN,50.025,924.76,1106.8,0.05,0.11516
9.7188,2519.8,59.028,-35.874,312.24,40.9,4140.4,0.010891,4140.4,1.5071e-4,306.61,19.643,28.61,-80.587,32.119,0.0033511,2.3135e-7,0.016094,-5.0932e-4,67.585,0,5.2558,0.05107,35.276,25.876,3.1335,0.2821,7012309,0,11.679,0.49711,0.49711,0.31392,0.05284,0.13035,6.8212e-4,0.0018081,-1.0763e-4,0,0,0,0,5.803e-4,3,7.0686,10.901,5.3161e-4,NaN,50.014,924.66,1106.8,0.05,0.11544
9.7688,2522.7,57.238,-35.748,310.94,40.718,4155.7,0.011004,4155.7,1.5171e-4,305.63,19.493,28.61,-80.587,32.119,0.0026706,2.3141e-7,0.016165,7.0997e-4,67.585,0,5.2558,0.05107,35.276,25.876,3.1335,0.28093,6982726,0,11.58,0.49703,0.49703,0.31394,0.052824,0.13026,5.4355e-4,9.417e-4,-4.7081e-4,0,0,0,0,5.9034e-4,3,7.0686,10.61,3.0272e-4,NaN,50.003,924.56,1106.8,0.05,0.11572
9.8188,2525.6,55.453,-35.623,309.66,40.537,4171,0.011113,4171,1.5266e-4,304.66,19.346,28.61,-80.587,32.119,0.0021759,2.3145e-7,0.016189,0.0013927,67.585,0,5.2558,0.05107,35.276,25.876,3.1334,0.27978,6953532,0,11.482,0.49695,0.49695,0.31396,0.052808,0.13018,4.4282e-4,0.0011887,1.2062e-4,0,0,0,0,5.9699e-4,3,7.0686,10.318,2.1457e-4,NaN,49.993,924.47,1106.8,0.05,0.11601
9.8688,2528.3,53.675,-35.496,308.4,40.357,4186.2,0.01122,4186.2,1.5356e-4,303.69,19.201,28.61,-80.587,32.119,0.0021171,2.3139e-7,0.016294,3.3481e-4,67.585,0,5.2558,0.05107,35.276,25.876,3.1332,0.27864,6924724,0,11.386,0.49687,0.49687,0.31398,0.052792,0.13009,4.3083e-4,4.9248e-4,-3.17e-4,0,0,0,0,6.0972e-4,3,7.0686,10.025,3.5336e-4,NaN,49.984,924.37,1106.8,0.05,0.11629
9.9188,2530.9,51.904,-35.365,307.15,40.174,4201.3,0.011325,4201.3,1.5444e-4,302.74,19.06,28.61,-80.587,32.119,0.0028272,2.3144e-7,0.016334,-1.2185e-4,67.585,0,5.2558,0.05107,35.275,25.876,3.133,0.27752,6896300,0,11.291,0.49679,0.49679,0.314,0.052777,0.13001,5.7531e-4,0.0016288,-4.2454e-4,0,0,0,0,6.1771e-4,3,7.0686,9.7315,4.1583e-4,NaN,49.974,924.28,1106.8,0.05,0.11657
9.9688,2533.5,50.139,-35.233,305.92,39.992,4216.5,0.011429,4216.5,1.553e-4,301.79,18.921,28.61,-80.587,32.119,0.0038394,2.3137e-7,0.016416,3.2076e-4,67.585,0,5.2558,0.05107,35.274,25.876,3.1328,0.27641,6868258,0,11.198,0.49672,0.49672,0.31402,0.052762,0.12993,7.8125e-4,0.0019405,-3.2507e-4,0,0,0,0,6.289e-4,3,7.0686,9.4368,3.2151e-4,NaN,49.965,924.2,1106.8,0.05,0.11685
10.019,2535.9,48.381,-35.107,304.71,39.816,4231.5,0.011531,4231.5,1.5614e-4,300.85,18.783,28.61,-80.587,32.119,0.0043009,2.3127e-7,0.016516,9.126e-4,67.585,0,5.2558,0.05107,35.274,25.876,3.1326,0.27531,6840594,0,11.107,0.49664,0.49664,0.31404,0.052747,0.12985,8.7511e-4,0.0019036,4.4696e-4,0,0,0,0,6.4173e-4,3,7.0686,9.1401,1.4778e-4,NaN,49.956,924.11,1106.8,0.05,0.11715
10.069,2538.3,46.628,-34.987,303.51,39.646,4246.5,0.01163,4246.5,1.5692e-4,299.91,18.647,28.61,-80.587,32.119,0.0040552,2.3129e-7,0.01664,7.5054e-4,67.585,0,5.2558,0.05107,35.273,25.876,3.1325,0.27423,6813306,0,11.018,0.49657,0.49657,0.31406,0.052732,0.12978,8.2506e-4,0.0019108,-8.048e-5,0,0,0,0,6.5654e-4,3,7.0686,8.8413,1.8014e-4,NaN,49.948,924.03,1106.8,0.05,0.11744
10.119,2540.6,44.882,-34.874,302.33,39.482,4261.5,0.011725,4261.5,1.5765e-4,298.98,18.511,28.61,-80.587,32.119,0.00321,2.3136e-7,0.016758,-3.6733e-4,67.585,0,5.2558,0.05107,35.273,25.876,3.1325,0.27317,6786393,0,10.93,0.4965,0.4965,0.31408,0.052718,0.1297,6.5304e-4,0.0010827,-3.1074e-4,0,0,0,0,6.7104e-4,3,7.0686,8.5404,4.314e-4,NaN,49.94,923.95,1106.8,0.05,0.11772
10.169,2542.8,43.141,-34.762,301.16,39.321,4276.4,0.011821,4276.4,1.5838e-4,298.06,18.378,28.61,-80.587,32.119,0.0023104,2.3131e-7,0.016807,-9.8565e-4,67.585,0,5.2558,0.05107,35.273,25.876,3.1324,0.27212,6759852,0,10.843,0.49643,0.49643,0.3141,0.052704,0.12963,4.6998e-4,8.3022e-4,4.2009e-4,0,0,0,0,6.8024e-4,3,7.0686,8.2381,5.098e-4,NaN,49.932,923.88,1106.7,0.05,0.118
10.219,2544.9,41.405,-34.648,300.01,39.159,4291.3,0.011919,4291.3,1.5914e-4,297.14,18.248,28.61,-80.587,32.119,0.0019038,2.3131e-7,0.016781,-0.0016474,67.585,0,5.2558,0.05107,35.273,25.876,3.1323,0.27108,6733681,0,10.758,0.49636,0.49636,0.31412,0.05269,0.12955,3.8725e-4,3.9296e-5,4.9069e-4,0,0,0,0,6.8337e-4,3,7.0686,7.9347,5.7335e-4,NaN,49.924,923.81,1106.7,0.05,0.11828
10.269,2547,39.676,-34.527,298.88,38.993,4306.2,0.012021,4306.2,1.5995e-4,296.23,18.12,28.61,-80.587,32.119,0.0025695,2.313e-7,0.016854,-0.001033,67.585,0,5.2558,0.05107,35.272,25.876,3.1321,0.27006,6707877,0,10.675,0.49629,0.49629,0.31413,0.052677,0.12948,5.2264e-4,4.564e-4,-2.9647e-4,0,0,0,0,6.9454e-4,3,7.0686,7.6311,5.5875e-4,NaN,49.917,923.74,1106.7,0.05,0.11856
10.319,2548.9,37.953,-34.405,297.76,38.826,4320.9,0.012125,4320.9,1.6078e-4,295.33,17.994,28.61,-80.586,32.119,0.0036971,2.3134e-7,0.016941,5.7594e-4,67.585,0,5.2558,0.05107,35.272,25.876,3.1319,0.26905,6682438,0,10.593,0.49622,0.49622,0.31415,0.052663,0.12941,7.5197e-4,0.0013794,2.9467e-4,0,0,0,0,7.0702e-4,3,7.0686,7.3266,2.7988e-4,NaN,49.91,923.67,1106.7,0.05,0.11884
10.369,2550.7,36.236,-34.286,296.66,38.664,4335.7,0.012227,4335.7,1.6157e-4,294.43,17.871,28.61,-80.586,32.119,0.004527,2.3123e-7,0.017029,0.0011481,67.585,0,5.2558,0.05107,35.271,25.876,3.1317,0.26805,6657363,0,10.513,0.49616,0.49616,0.31417,0.05265,0.12934,9.2074e-4,0.0021753,-4.357e-4,0,0,0,0,7.1972e-4,3,7.0686,7.0205,8.1559e-5,NaN,49.904,923.61,1106.7,0.05,0.11912
10.419,2552.5,34.524,-34.175,295.57,38.509,4350.4,0.012323,4350.4,1.623e-4,293.54,17.748,28.61,-80.586,32.119,0.0043463,2.3129e-7,0.017175,8.809e-4,67.585,0,5.2558,0.05107,35.271,25.876,3.1316,0.26707,6632649,0,10.434,0.49609,0.49609,0.31418,0.052637,0.12927,8.8392e-4,0.0023805,-9.855e-5,0,0,0,0,7.3751e-4,3,7.0686,6.7122,1.3584e-4,NaN,49.897,923.55,1106.7,0.05,0.1194
10.469,2554.2,32.818,-34.072,294.49,38.361,4365,0.012415,4365,1.6296e-4,292.66,17.626,28.61,-80.586,32.119,0.0033797,2.3118e-7,0.017287,-5.4056e-4,67.585,0,5.2558,0.05107,35.271,25.876,3.1316,0.2661,6608293,0,10.356,0.49603,0.49603,0.3142,0.052624,0.12921,6.8728e-4,0.0012498,7.1833e-5,0,0,0,0,7.5259e-4,3,7.0686,6.4016,4.6554e-4,NaN,49.891,923.49,1106.7,0.05,0.11968
10.519,2555.8,31.117,-33.968,293.44,38.214,4379.7,0.01251,4379.7,1.6366e-4,291.78,17.506,28.61,-80.586,32.119,0.0025517,2.3116e-7,0.017166,-0.0024689,67.585,0,5.2558,0.05107,35.271,25.876,3.1316,0.26515,6584295,0,10.28,0.49597,0.49597,0.31422,0.052612,0.12914,5.1887e-4,6.9756e-4,-1.0905e-5,0,0,0,0,7.4747e-4,3,7.0686,6.0898,7.4472e-4,NaN,49.886,923.44,1106.7,0.05,0.11996
10.569,2557.3,29.421,-33.861,292.39,38.065,4394.2,0.01261,4394.2,1.6442e-4,290.91,17.388,28.61,-80.586,32.119,0.0024,2.3114e-7,0.017109,-0.0030032,67.585,0,5.2558,0.05107,35.27,25.876,3.1315,0.26421,6560652,0,10.206,0.49591,0.49591,0.31423,0.0526,0.12907,4.88e-4,0.0011761,3.0771e-4,0,0,0,0,7.4785e-4,3,7.0686,5.7774,8.2555e-4,NaN,49.88,923.38,1106.7,0.05,0.12025
10.619,2558.7,27.731,-33.751,291.37,37.914,4408.7,0.012717,4408.7,1.6527e-4,290.04,17.273,28.61,-80.586,32.119,0.0028043,2.3114e-7,0.017346,-0.0016197,67.585,0,5.2558,0.05107,35.27,25.876,3.1313,0.26328,6537362,0,10.132,0.49585,0.49585,0.31425,0.052588,0.12901,5.7017e-4,0.0013464,-3.4981e-4,0,0,0,0,7.7415e-4,3,7.0686,5.4642,6.9827e-4,NaN,49.875,923.34,1106.7,0.05,0.12053
