2.2439,862.01,538.19,-102.92,538.52,102.93,25.01,0.0051565,25.01,18.622,1.2972,28.61,-80.598,0.10281,-6.10E-09,-2.22E-04,1.79E-05,103.53,32.318,0.16844,0,0.060906,3.66E-04,87.138,0.011488
2.2939,888.78,533.07,-101.4,533.4,101.43,25.939,0.0054462,25.939,18.538,2.2707,28.61,-80.598,0.055993,0,0.0036571,3.19E-05,103.53,32.318,0.16844,0,0.033478,1.76E-04,87.051,-0.0064573
2.3439,915.32,528.05,-99.892,528.38,99.964,26.862,0.0057549,26.862,18.385,3.831,28.61,-80.598,0.022324,0,-0.0043984,7.47E-05,103.53,32.318,0.16844,0,0.012952,1.04E-04,87.035,-0.017392
2.3939,941.6,523.1,-98.438,523.43,98.57,27.776,0.0060794,27.776,18.156,5.147,28.61,-80.598,0.090848,0,-0.0017455,1.13E-05,103.53,32.318,0.16844,0,0.05421,8.32E-05,87.085,-0.0184
2.4439,967.62,518.21,-97.119,518.5,97.208,28.677,0.0064163,28.677,17.918,4.1243,28.61,-80.598,0.046926,-5.61E-09,0.0015,2.19E-05,103.53,32.318,0.16844,0,0.028001,4.74E-04,87.16,-0.0052898
2.4939,993.41,513.39,-95.83,513.68,95.892,29.569,0.0067546,29.569,17.732,3.4006,28.61,-80.598,0.013387,0,0.0026972,5.77E-05,103.53,32.318,0.16844,0,0.0077986,-4.75E-04,87.183,0.014407
2.5439,1019,508.63,-94.557,508.92,94.61,30.451,0.0070797,30.451,17.569,3.1387,28.61,-80.598,8.82E-04,0,0.0028651,6.92E-04,103.53,32.318,0.16844,0,4.82E-04,-6.57E-05,87.129,0.024032
2.5939,1044.3,503.94,-93.32,504.23,93.363,31.326,0.007398,31.326,17.422,2.7697,28.61,-80.598,0.017571,0,-0.0025918,6.69E-06,103.53,32.318,0.16844,0,0.010776,2.05E-04,87.048,0.019679
2.6439,1069.4,499.28,-92.126,499.61,92.152,32.194,0.0077234,32.194,17.3,2.1349,28.61,-80.598,0.049628,-6.72E-09,-0.0012276,6.69E-06,103.53,32.318,0.16844,0,0.029268,-3.30E-04,86.999,0.003092
2.6939,1094.2,494.72,-90.958,495.01,90.971,33.058,0.0080696,33.058,17.21,1.5448,28.61,-80.598,0.078541,0,0.0013447,6.25E-06,103.53,32.318,0.16844,0,0.046683,4.40E-04,87.02,-0.011437
2.7439,1118.8,490.19,-89.747,490.49,89.777,33.914,0.0084432,33.914,17.117,2.3127,28.61,-80.598,0.032958,-5.00E-09,0.0036424,-2.35E-05,103.53,32.318,0.16844,0,0.019683,-3.82E-04,87.113,-0.014152
2.7939,1143.2,485.73,-88.556,486.02,88.622,34.767,0.0088228,34.767,16.975,3.356,28.61,-80.598,0.030814,-5.08E-09,-0.003655,-2.09E-05,103.53,32.318,0.16844,0,0.018359,-4.79E-04,87.224,-0.0033956
2.8439,1167.4,481.33,-87.415,481.63,87.51,35.61,0.0091831,35.61,16.786,4.0755,28.61,-80.598,0.077366,-6.05E-09,-0.0015698,-1.70E-05,103.53,32.318,0.16844,0,0.045985,-2.10E-04,87.277,0.012113
2.8939,1191.4,477,-86.322,477.3,86.43,36.447,0.0095135,36.447,16.574,4.2979,28.61,-80.598,0.094464,-7.37E-09,0.0016558,-5.61E-06,103.53,32.318,0.16844,0,0.055288,-4.07E-04,87.243,0.020484
2.9439,1215.1,472.7,-85.282,473,85.374,37.27,0.0098212,37.27,16.366,3.9206,28.61,-80.598,0.074169,0,0.0047365,-3.51E-06,103.53,32.318,0.16844,0,0.043989,3.37E-04,87.154,0.016672
2.9939,1238.6,468.47,-84.36,468.73,84.377,38.084,0.01012,38.084,16.226,1.5509,28.61,-80.598,0.06726,0,-0.0049844,1.40E-05,103.53,32.318,0.16844,0,0.039176,-4.48E-04,87.067,0.0061222
3.0439,1261.9,464.27,-83.389,464.57,83.392,38.894,0.010429,38.894,16.172,0.89859,28.61,-80.598,0.10811,0,-0.0017375,1.43E-05,103.53,32.318,0.16844,0,0.063847,-9.94E-05,87.019,-0.0036129
3.0939,1285.1,460.14,-82.392,460.4,82.398,39.701,0.010766,39.701,16.126,1.0697,28.61,-80.598,0.096492,0,0.0017924,2.25E-05,103.53,32.318,0.16844,0,0.056992,4.61E-04,87.025,-0.0097258
3.1439,1308,456.04,-81.388,456.3,81.407,40.505,0.011137,40.505,16.056,1.8048,28.61,-80.598,0.046102,0,0.0041753,2.86E-05,103.53,32.318,0.16844,0,0.027124,-2.73E-04,87.074,-0.008294
3.1939,1330.7,452,-80.361,452.26,80.44,41.306,0.011531,41.306,15.923,3.5364,28.61,-80.598,0.071287,0,-0.0037984,3.53E-05,103.53,32.318,0.16844,0,0.041513,-7.38E-06,87.136,-3.11E-04
3.2439,1353.2,448,-79.423,448.26,79.521,42.096,0.011925,42.096,15.731,3.9203,28.61,-80.598,0.10283,0,-8.54E-04,3.08E-05,103.53,32.318,0.16844,0,0.060474,5.06E-05,87.171,0.0062349
3.2939,1375.5,444.06,-78.507,444.32,78.629,42.877,0.012298,42.877,15.522,4.3825,28.61,-80.598,0.13718,0,0.0028804,2.90E-05,103.53,32.318,0.16844,0,0.079955,3.80E-04,87.149,0.0082474
3.3439,1397.6,440.16,-77.684,440.42,77.746,43.648,0.01264,43.648,15.33,3.1191,28.61,-80.598,0.053126,0,0.0059503,7.98E-05,103.53,32.318,0.16844,0,0.030434,2.48E-04,87.088,0.0073659
3.3939,1419.5,436.29,-76.86,436.55,76.9,44.413,0.012955,44.413,15.192,2.4813,28.61,-80.598,0.0067729,0,0.0067278,3.63E-04,103.53,32.318,0.16844,0,0.0033289,3.98E-04,87.023,0.0042365
3.4439,1441.2,432.45,-76.122,432.71,76.125,45.171,0.013258,45.171,15.116,0.48232,28.61,-80.598,0.13616,0,-0.0049102,3.08E-05,103.53,32.318,0.16844,0,0.079433,2.63E-04,86.969,-0.0011944
3.4939,1462.7,428.67,-75.325,428.94,75.325,45.925,0.013569,45.925,15.11,0.055636,28.61,-80.598,0.16835,0,-3.11E-04,2.32E-05,103.53,32.318,0.16844,0,0.098004,-1.43E-04,86.937,-0.0050338
3.5439,1484.1,424.93,-74.472,425.2,74.478,46.68,0.013903,46.68,15.091,0.85161,28.61,-80.598,0.10893,0,0.0037147,3.72E-05,103.53,32.318,0.16844,0,0.063022,-2.01E-04,86.927,-0.0048491
3.5939,1505.2,421.23,-73.615,421.49,73.645,47.434,0.014268,47.434,15.019,2.0375,28.61,-80.598,0.015178,0,0.0054458,2.17E-04,103.53,32.318,0.16844,0,0.0091422,1.18E-04,86.935,-0.0033088
