Time(s),Altitude(ft),p,q,r,phi,theta,psi,Vertical Velocity(ft/s)
1.84063252,-602.5471594,0,-7.46E-16,0,0,90,0,-540.6282923
1.845634239,-605.2481753,0,-7.24E-16,0,0,90,0,-540.2031743
1.850635957,-607.9470677,0,-7.02E-16,0,0,90,0,-539.7784715
1.855637676,-610.6438386,0,-6.78E-16,0,0,90,0,-539.3541831
1.860639395,-613.3384901,0,-6.54E-16,0,0,90,0,-538.9303084
1.865641114,-616.0310244,0,-6.29E-16,0,0,90,0,-538.5068468
1.870642833,-618.7214433,0,-6.03E-16,0,0,90,0,-538.0837973
1.875644551,-621.4097491,0,-5.77E-16,0,0,90,0,-537.6611594
1.88064627,-624.0959438,0,-5.50E-16,0,0,90,0,-537.2389323
1.885647989,-626.7800294,0,-5.22E-16,0,0,90,0,-536.8171153
1.890649708,-629.4620079,0,-4.95E-16,0,0,90,0,-536.3957077
1.895651427,-632.1418815,0,-4.66E-16,0,0,90,0,-535.9747087
1.900653145,-634.819652,0,-4.38E-16,0,0,90,0,-535.5541176
1.905654864,-637.4953217,0,-4.09E-16,0,0,90,0,-535.1339338
1.910656583,-640.1688925,0,-3.80E-16,0,0,90,0,-534.7141564
1.915658302,-642.8403664,0,-3.50E-16,0,0,90,0,-534.2947849
1.920660021,-645.5097455,0,-3.21E-16,0,0,90,0,-533.8758184
1.925661739,-648.1770318,0,-2.91E-16,0,0,90,0,-533.4572563
1.930663458,-650.8422273,0,-2.61E-16,0,0,90,0,-533.0390979
1.935665177,-653.505334,0,-2.32E-16,0,0,90,0,-532.6213424
1.940666896,-656.1663539,0,-2.02E-16,0,0,90,0,-532.2039892
1.945668615,-658.8252891,0,-1.73E-16,0,0,90,0,-531.7870375
1.950670333,-661.4821416,0,-1.44E-16,0,0,90,0,-531.3704867
1.955672052,-664.1369132,0,-1.14E-16,0,0,90,0,-530.9543361
1.960673771,-666.7896062,0,-8.57E-17,0,0,90,0,-530.5385849
1.96567549,-669.4402223,0,-5.73E-17,0,0,90,0,-530.1232324
1.970677209,-672.0887637,0,-2.92E-17,0,0,90,0,-529.7082781
1.975678927,-674.7352323,0,-1.49E-18,0,0,90,0,-529.2937211
1.980680646,-677.3796301,0,2.57E-17,0,0,90,0,-528.8795608
1.985682365,-680.0219591,0,5.24E-17,0,0,90,0,-528.4657965
1.990684084,-682.6622212,0,7.86E-17,0,0,90,0,-528.0524275
1.995685803,-685.3004185,0,1.04E-16,0,0,90,0,-527.6394531
2.000687521,-687.9365529,0,1.29E-16,0,0,90,0,-527.2268727
2.00568924,-690.5706263,0,1.53E-16,0,0,90,0,-526.8146855
2.010690959,-693.2026408,0,1.77E-16,0,0,90,0,-526.4028909
2.015692678,-695.8325982,0,2.00E-16,0,0,90,0,-525.9914881
2.020694397,-698.4605006,0,2.22E-16,0,0,90,0,-525.5804766
2.025696116,-701.0863499,0,2.43E-16,0,0,90,0,-525.1698556
2.030697834,-703.710148,0,2.63E-16,0,0,90,0,-524.7596245
2.035699553,-706.3318969,0,2.83E-16,0,0,90,0,-524.3497825
2.040701272,-708.9515985,0,3.01E-16,0,0,90,0,-523.9403291
2.045702991,-711.5692549,0,3.19E-16,0,0,90,0,-523.5312635
2.05070471,-714.1848678,0,3.35E-16,0,0,90,0,-523.1225851
2.055706428,-716.7984392,0,3.51E-16,0,0,90,0,-522.7142932
2.060708147,-719.4099712,0,3.66E-16,0,0,90,0,-522.3063871
2.065709866,-722.0194655,0,3.79E-16,0,0,90,0,-521.8988662
2.070711585,-724.6269242,0,3.92E-16,0,0,90,0,-521.4917298
2.075713304,-727.2323491,0,4.03E-16,0,0,90,0,-521.0849772
2.080715022,-729.8357421,0,4.14E-16,0,0,90,0,-520.6786078
2.085716741,-732.4371052,0,4.23E-16,0,0,90,0,-520.272621
2.09071846,-735.0364403,0,4.31E-16,0,0,90,0,-519.867016
2.095720179,-737.6337492,0,4.38E-16,0,0,90,0,-519.4617922
2.100721898,-740.229034,0,4.44E-16,0,0,90,0,-519.056949
2.105723616,-742.8222964,0,4.49E-16,0,0,90,0,-518.6524856
2.110725335,-745.4135384,0,4.53E-16,0,0,90,0,-518.2484016
2.115727054,-748.0027619,0,4.56E-16,0,0,90,0,-517.8446961
2.120728773,-750.5899687,0,4.57E-16,0,0,90,0,-517.4413686
2.125730492,-753.1751608,0,4.57E-16,0,0,90,0,-517.0384183
2.13073221,-755.7583401,0,4.57E-16,0,0,90,0,-516.6358447
2.135733929,-758.3395083,0,4.55E-16,0,0,90,0,-516.2336472
2.140735648,-760.9186674,0,4.52E-16,0,0,90,0,-515.831825
2.145737367,-763.4958193,0,4.48E-16,0,0,90,0,-515.4303775
2.150739086,-766.0709658,0,4.43E-16,0,0,90,0,-515.0293041
2.155740804,-768.6441088,0,4.37E-16,0,0,90,0,-514.6286042
2.160742523,-771.2152502,0,4.29E-16,0,0,90,0,-514.228277
2.165744242,-773.7843918,0,4.21E-16,0,0,90,0,-513.828322
2.170745961,-776.3515355,0,4.12E-16,0,0,90,0,-513.4287386
2.17574768,-778.9166832,0,4.01E-16,0,0,90,0,-513.0295261
2.180749398,-781.4798366,0,3.90E-16,0,0,90,0,-512.6306838
2.185751117,-784.0409976,0,3.78E-16,0,0,90,0,-512.2322112
2.190752836,-786.6001682,0,3.65E-16,0,0,90,0,-511.8341076
2.195754555,-789.15735,0,3.51E-16,0,0,90,0,-511.4363723
2.200756274,-791.7125451,0,3.36E-16,0,0,90,0,-511.0390048
2.205757992,-794.2657551,0,3.20E-16,0,0,90,0,-510.6420045
2.210759711,-796.8169819,0,3.03E-16,0,0,90,0,-510.2453706
2.21576143,-799.3662275,0,2.86E-16,0,0,90,0,-509.8491026
2.220763149,-801.9134935,0,2.68E-16,0,0,90,0,-509.4531999
2.225764868,-804.4587818,0,2.49E-16,0,0,90,0,-509.0576618
2.230766586,-807.0020942,0,2.29E-16,0,0,90,0,-508.6624878
2.235768305,-809.5434326,0,2.09E-16,0,0,90,0,-508.2676772
2.240770024,-812.0827987,0,1.88E-16,0,0,90,0,-507.8732293
2.245771743,-814.6201944,0,1.67E-16,0,0,90,0,-507.4791436
2.250773462,-817.1556215,0,1.45E-16,0,0,90,0,-507.0854195
2.25577518,-819.6890818,0,1.22E-16,0,0,90,0,-506.6920563
2.260776899,-822.2205771,0,9.92E-17,0,0,90,0,-506.2990535
2.265778618,-824.7501091,0,7.58E-17,0,0,90,0,-505.9064104
2.270780337,-827.2776798,0,5.20E-17,0,0,90,0,-505.5141264
2.275782056,-829.8032908,0,2.78E-17,0,0,90,0,-505.1222009
2.280783774,-832.326944,0,3.31E-18,0,0,90,0,-504.7306334
2.285785493,-834.8486411,0,-2.15E-17,0,0,90,0,-504.3394231
2.290787212,-837.3683839,0,-4.64E-17,0,0,90,0,-503.9485696
2.295788931,-839.8861743,0,-7.16E-17,0,0,90,0,-503.5580721
2.30079065,-842.4020139,0,-9.70E-17,0,0,90,0,-503.1679302
2.305792369,-844.9159046,0,-1.22E-16,0,0,90,0,-502.7781431
2.310794087,-847.4278482,0,-1.48E-16,0,0,90,0,-502.3887104
2.315795806,-849.9378463,0,-1.74E-16,0,0,90,0,-501.9996314
2.320797525,-852.4459009,0,-1.99E-16,0,0,90,0,-501.6109055
2.325799244,-854.9520135,0,-2.25E-16,0,0,90,0,-501.2225321
2.330800963,-857.4561861,0,-2.50E-16,0,0,90,0,-500.8345106
2.335802681,-859.9584203,0,-2.75E-16,0,0,90,0,-500.4468405
2.3408044,-862.4587179,0,-3.01E-16,0,0,90,0,-500.0595211
2.345806119,-864.9570807,0,-3.26E-16,0,0,90,0,-499.6725519
2.350807838,-867.4535103,0,-3.50E-16,0,0,90,0,-499.2859323
2.355809557,-869.9480086,0,-3.75E-16,0,0,90,0,-498.8996616
2.360811275,-872.4405773,0,-3.99E-16,0,0,90,0,-498.5137394
2.365812994,-874.9312181,0,-4.23E-16,0,0,90,0,-498.1281649
2.370814713,-877.4199328,0,-4.46E-16,0,0,90,0,-497.7429377
2.375816432,-879.9067231,0,-4.69E-16,0,0,90,0,-497.3580572
2.380818151,-882.3915907,0,-4.92E-16,0,0,90,0,-496.9735227
2.385819869,-884.8745374,0,-5.14E-16,0,0,90,0,-496.5893338
2.390821588,-887.3555649,0,-5.36E-16,0,0,90,0,-496.2054897
2.395823307,-889.8346748,0,-5.57E-16,0,0,90,0,-495.82199
2.400825026,-892.311869,0,-5.77E-16,0,0,90,0,-495.4388341
2.405826745,-894.7871491,0,-5.97E-16,0,0,90,0,-495.0560213
2.410828463,-897.2605168,0,-6.16E-16,0,0,90,0,-494.6735512
2.415830182,-899.731974,0,-6.35E-16,0,0,90,0,-494.2914232
2.420831901,-902.2015221,0,-6.53E-16,0,0,90,0,-493.9096366
2.42583362,-904.6691631,0,-6.70E-16,0,0,90,0,-493.528191
2.430835339,-907.1348985,0,-6.87E-16,0,0,90,0,-493.1470856
2.435837057,-909.5987301,0,-7.02E-16,0,0,90,0,-492.7663201
2.440838776,-912.0606596,0,-7.17E-16,0,0,90,0,-492.3858938
2.445840495,-914.5206886,0,-7.32E-16,0,0,90,0,-492.0058062
2.450842214,-916.9788189,0,-7.45E-16,0,0,90,0,-491.6260566
2.455843933,-919.4350521,0,-7.58E-16,0,0,90,0,-491.2466446
2.460845651,-921.88939,0,-7.70E-16,0,0,90,0,-490.8675695
2.46584737,-924.3418341,0,-7.81E-16,0,0,90,0,-490.4888308
2.470849089,-926.7923863,0,-7.91E-16,0,0,90,0,-490.110428
2.475850808,-929.2410481,0,-8.00E-16,0,0,90,0,-489.7323605
2.480852527,-931.6878212,0,-8.08E-16,0,0,90,0,-489.3546277
2.485854245,-934.1327074,0,-8.16E-16,0,0,90,0,-488.9772292
2.490855964,-936.5757082,0,-8.23E-16,0,0,90,0,-488.6001642
2.495857683,-939.0168253,0,-8.28E-16,0,0,90,0,-488.2234323
2.500859402,-941.4560605,0,-8.33E-16,0,0,90,0,-487.847033
2.505861121,-943.8934153,0,-8.37E-16,0,0,90,0,-487.4709656
2.510862839,-946.3288915,0,-8.40E-16,0,0,90,0,-487.0952297
2.515864558,-948.7624906,0,-8.42E-16,0,0,90,0,-486.7198247
2.520866277,-951.1942144,0,-8.43E-16,0,0,90,0,-486.34475
2.525867996,-953.6240644,0,-8.44E-16,0,0,90,0,-485.9700051
2.530869715,-956.0520423,0,-8.43E-16,0,0,90,0,-485.5955894
2.535871433,-958.4781498,0,-8.42E-16,0,0,90,0,-485.2215024
2.540873152,-960.9023886,0,-8.39E-16,0,0,90,0,-484.8477437
2.545874871,-963.3247601,0,-8.36E-16,0,0,90,0,-484.4743125
2.55087659,-965.7452662,0,-8.32E-16,0,0,90,0,-484.1012084
2.555878309,-968.1639083,0,-8.27E-16,0,0,90,0,-483.7284309
2.560880028,-970.5806882,0,-8.21E-16,0,0,90,0,-483.3559794
2.565881746,-972.9956075,0,-8.15E-16,0,0,90,0,-482.9838534
2.570883465,-975.4086677,0,-8.07E-16,0,0,90,0,-482.6120523
2.575885184,-977.8198706,0,-7.99E-16,0,0,90,0,-482.2405756
2.580886903,-980.2292177,0,-7.90E-16,0,0,90,0,-481.8694228
2.585888622,-982.6367107,0,-7.80E-16,0,0,90,0,-481.4985933
2.59089034,-985.0423511,0,-7.70E-16,0,0,90,0,-481.1280867
2.595892059,-987.4461406,0,-7.59E-16,0,0,90,0,-480.7579023
2.600893778,-989.8480808,0,-7.47E-16,0,0,90,0,-480.3880397
2.605895497,-992.2481733,0,-7.34E-16,0,0,90,0,-480.0184983
2.610897216,-994.6464197,0,-7.21E-16,0,0,90,0,-479.6492776
2.615898934,-997.0428216,0,-7.07E-16,0,0,90,0,-479.2803771
2.620900653,-999.4373806,0,-6.92E-16,0,0,90,0,-478.9117963
2.625902372,-1001.830098,0,-6.77E-16,0,0,90,0,-478.5435346
2.630904091,-1004.220976,0,-6.61E-16,0,0,90,0,-478.1755915
2.63590581,-1006.610016,0,-6.45E-16,0,0,90,0,-477.8079665
2.640907528,-1008.997219,0,-6.28E-16,0,0,90,0,-477.4406591
2.645909247,-1011.382588,0,-6.11E-16,0,0,90,0,-477.0736687
2.650910966,-1013.766123,0,-5.93E-16,0,0,90,0,-476.7069949
2.655912685,-1016.147826,0,-5.75E-16,0,0,90,0,-476.340637
2.660914404,-1018.527699,0,-5.56E-16,0,0,90,0,-475.9745947
2.665916122,-1020.905743,0,-5.37E-16,0,0,90,0,-475.6088674
2.670917841,-1023.28196,0,-5.17E-16,0,0,90,0,-475.2434546
2.67591956,-1025.656352,0,-4.98E-16,0,0,90,0,-474.8783557
2.680921279,-1028.02892,0,-4.78E-16,0,0,90,0,-474.5135703
2.685922998,-1030.399666,0,-4.57E-16,0,0,90,0,-474.1490978
2.690924716,-1032.76859,0,-4.37E-16,0,0,90,0,-473.7849378
2.695926435,-1035.135696,0,-4.16E-16,0,0,90,0,-473.4210897
2.700928154,-1037.500983,0,-3.95E-16,0,0,90,0,-473.057553
2.705929873,-1039.864455,0,-3.74E-16,0,0,90,0,-472.6943273
2.710931592,-1042.226112,0,-3.53E-16,0,0,90,0,-472.331412
2.71593331,-1044.585956,0,-3.31E-16,0,0,90,0,-471.9688065
2.720935029,-1046.943989,0,-3.10E-16,0,0,90,0,-471.6065105
2.725936748,-1049.300211,0,-2.89E-16,0,0,90,0,-471.2445234
2.730938467,-1051.654626,0,-2.67E-16,0,0,90,0,-470.8828447
2.735940186,-1054.007233,0,-2.46E-16,0,0,90,0,-470.5214739
2.740941904,-1056.358035,0,-2.25E-16,0,0,90,0,-470.1604106
2.745943623,-1058.707033,0,-2.03E-16,0,0,90,0,-469.7996541
2.750945342,-1061.054229,0,-1.82E-16,0,0,90,0,-469.4392041
2.755947061,-1063.399625,0,-1.61E-16,0,0,90,0,-469.0790599
2.76094878,-1065.743221,0,-1.40E-16,0,0,90,0,-468.7192213
2.765950498,-1068.085019,0,-1.20E-16,0,0,90,0,-468.3596875
2.770952217,-1070.425021,0,-9.94E-17,0,0,90,0,-468.0004582
2.775953936,-1072.763229,0,-7.93E-17,0,0,90,0,-467.6415328
2.780955655,-1075.099644,0,-5.95E-17,0,0,90,0,-467.2829109
2.785957374,-1077.434267,0,-4.00E-17,0,0,90,0,-466.924592
2.790959092,-1079.767099,0,-2.08E-17,0,0,90,0,-466.5665756
2.795960811,-1082.098144,0,-1.95E-18,0,0,90,0,-466.2088612
2.80096253,-1084.427401,0,1.65E-17,0,0,90,0,-465.8514482
2.805964249,-1086.754873,0,3.45E-17,0,0,90,0,-465.4943363
2.810965968,-1089.08056,0,5.22E-17,0,0,90,0,-465.137525
2.815967686,-1091.404465,0,6.93E-17,0,0,90,0,-464.7810137
2.820969405,-1093.726589,0,8.60E-17,0,0,90,0,-464.424802
2.825971124,-1096.046934,0,1.02E-16,0,0,90,0,-464.0688894
2.830972843,-1098.3655,0,1.18E-16,0,0,90,0,-463.7132754
2.835974562,-1100.68229,0,1.33E-16,0,0,90,0,-463.3579595
2.840976281,-1102.997305,0,1.48E-16,0,0,90,0,-463.0029413
2.845977999,-1105.310546,0,1.62E-16,0,0,90,0,-462.6482203
2.850979718,-1107.622015,0,1.75E-16,0,0,90,0,-462.293796
2.855981437,-1109.931713,0,1.88E-16,0,0,90,0,-461.939668
2.860983156,-1112.239642,0,2.00E-16,0,0,90,0,-461.5858356
2.865984875,-1114.545804,0,2.12E-16,0,0,90,0,-461.2322986
2.870986593,-1116.850199,0,2.23E-16,0,0,90,0,-460.8790564
2.875988312,-1119.15283,0,2.33E-16,0,0,90,0,-460.5261085
2.880990031,-1121.453697,0,2.43E-16,0,0,90,0,-460.1734545
2.88599175,-1123.752802,0,2.52E-16,0,0,90,0,-459.8210939
2.890993469,-1126.050148,0,2.61E-16,0,0,90,0,-459.4690262
2.895995187,-1128.345734,0,2.68E-16,0,0,90,0,-459.117251
2.900996906,-1130.639563,0,2.75E-16,0,0,90,0,-458.7657678
2.905998625,-1132.931636,0,2.82E-16,0,0,90,0,-458.4145761
2.911000344,-1135.221954,0,2.87E-16,0,0,90,0,-458.0636755
2.916002063,-1137.510519,0,2.92E-16,0,0,90,0,-457.7130655
2.921003781,-1139.797333,0,2.96E-16,0,0,90,0,-457.3627457
2.9260055,-1142.082397,0,3.00E-16,0,0,90,0,-457.0127155
2.931007219,-1144.365711,0,3.02E-16,0,0,90,0,-456.6629745
2.936008938,-1146.647279,0,3.04E-16,0,0,90,0,-456.3135223
2.941010657,-1148.927101,0,3.06E-16,0,0,90,0,-455.9643584
2.946012375,-1151.205178,0,3.06E-16,0,0,90,0,-455.6154823
2.951014094,-1153.481513,0,3.06E-16,0,0,90,0,-455.2668937
2.956015813,-1155.756106,0,3.05E-16,0,0,90,0,-454.9185919
2.961017532,-1158.028959,0,3.04E-16,0,0,90,0,-454.5705766
2.966019251,-1160.300073,0,3.01E-16,0,0,90,0,-454.2228474
2.971020969,-1162.56945,0,2.98E-16,0,0,90,0,-453.8754037
2.976022688,-1164.837091,0,2.95E-16,0,0,90,0,-453.5282451
2.981024407,-1167.102998,0,2.91E-16,0,0,90,0,-453.1813712
2.986026126,-1169.367172,0,2.86E-16,0,0,90,0,-452.8347814
2.991027845,-1171.629614,0,2.80E-16,0,0,90,0,-452.4884755
2.996029563,-1173.890326,0,2.74E-16,0,0,90,0,-452.1424528
3.001031282,-1176.14931,0,2.67E-16,0,0,90,0,-451.7967131
3.006033001,-1178.406566,0,2.59E-16,0,0,90,0,-451.4512557
3.01103472,-1180.662097,0,2.51E-16,0,0,90,0,-451.1060803
3.016036439,-1182.915903,0,2.42E-16,0,0,90,0,-450.7611864
3.021038157,-1185.167985,0,2.33E-16,0,0,90,0,-450.4165736
3.026039876,-1187.418347,0,2.23E-16,0,0,90,0,-450.0722414
3.031041595,-1189.666988,0,2.12E-16,0,0,90,0,-449.7281895
3.036043314,-1191.91391,0,2.01E-16,0,0,90,0,-449.3844172
3.041045033,-1194.159114,0,1.89E-16,0,0,90,0,-449.0409243
3.046046751,-1196.402603,0,1.77E-16,0,0,90,0,-448.6977103
3.05104847,-1198.644377,0,1.65E-16,0,0,90,0,-448.3547746
3.056050189,-1200.884437,0,1.52E-16,0,0,90,0,-448.012117
3.061051908,-1203.122786,0,1.38E-16,0,0,90,0,-447.6697369
3.066053627,-1205.359424,0,1.24E-16,0,0,90,0,-447.327634
3.071055345,-1207.594353,0,1.10E-16,0,0,90,0,-446.9858077
3.076057064,-1209.827575,0,9.48E-17,0,0,90,0,-446.6442577
3.081058783,-1212.059089,0,7.95E-17,0,0,90,0,-446.3029834
3.086060502,-1214.288899,0,6.39E-17,0,0,90,0,-445.9619846
3.091062221,-1216.517006,0,4.80E-17,0,0,90,0,-445.6212607
3.096063939,-1218.74341,0,3.18E-17,0,0,90,0,-445.2808113
3.101065658,-1220.968113,0,1.52E-17,0,0,90,0,-444.940636
3.106067377,-1223.191117,0,-1.62E-18,0,0,90,0,-444.6007344
3.111069096,-1225.412422,0,-1.87E-17,0,0,90,0,-444.261106
3.116070815,-1227.632031,0,-3.60E-17,0,0,90,0,-443.9217503
3.121072534,-1229.849944,0,-5.36E-17,0,0,90,0,-443.5826671
3.126074252,-1232.066163,0,-7.13E-17,0,0,90,0,-443.2438558
3.131075971,-1234.28069,0,-8.92E-17,0,0,90,0,-442.905316
3.13607769,-1236.493525,0,-1.07E-16,0,0,90,0,-442.5670473
3.141079409,-1238.704671,0,-1.25E-16,0,0,90,0,-442.2290493
3.146081128,-1240.914127,0,-1.44E-16,0,0,90,0,-441.8913215
3.151082846,-1243.121896,0,-1.62E-16,0,0,90,0,-441.5538635
3.156084565,-1245.32798,0,-1.81E-16,0,0,90,0,-441.216675
3.161086284,-1247.532379,0,-1.99E-16,0,0,90,0,-440.8797554
3.166088003,-1249.735094,0,-2.17E-16,0,0,90,0,-440.5431044
3.171089722,-1251.936128,0,-2.36E-16,0,0,90,0,-440.2067215
3.17609144,-1254.135481,0,-2.54E-16,0,0,90,0,-439.8706064
3.181093159,-1256.333155,0,-2.73E-16,0,0,90,0,-439.5347586
3.186094878,-1258.52915,0,-2.91E-16,0,0,90,0,-439.1991776
3.191096597,-1260.72347,0,-3.09E-16,0,0,90,0,-438.8638632
3.196098316,-1262.916114,0,-3.27E-16,0,0,90,0,-438.5288148
3.201100034,-1265.107084,0,-3.45E-16,0,0,90,0,-438.194032
3.206101753,-1267.296382,0,-3.63E-16,0,0,90,0,-437.8595145
3.211103472,-1269.484008,0,-3.81E-16,0,0,90,0,-437.5252618
3.216105191,-1271.669964,0,-3.98E-16,0,0,90,0,-437.1912735
3.22110691,-1273.854252,0,-4.15E-16,0,0,90,0,-436.8575492
3.226108628,-1276.036872,0,-4.32E-16,0,0,90,0,-436.5240885
3.231110347,-1278.217827,0,-4.49E-16,0,0,90,0,-436.190891
3.236112066,-1280.397117,0,-4.66E-16,0,0,90,0,-435.8579562
3.241113785,-1282.574743,0,-4.82E-16,0,0,90,0,-435.5252839
3.246115504,-1284.750707,0,-4.98E-16,0,0,90,0,-435.1928734
3.251117222,-1286.925011,0,-5.13E-16,0,0,90,0,-434.8607246
3.256118941,-1289.097655,0,-5.28E-16,0,0,90,0,-434.5288368
3.26112066,-1291.268641,0,-5.43E-16,0,0,90,0,-434.1972098
3.266122379,-1293.437971,0,-5.58E-16,0,0,90,0,-433.8658432
3.271124098,-1295.605644,0,-5.72E-16,0,0,90,0,-433.5347365
3.276125816,-1297.771664,0,-5.85E-16,0,0,90,0,-433.2038893
3.281127535,-1299.93603,0,-5.99E-16,0,0,90,0,-432.8733013
3.286129254,-1302.098745,0,-6.12E-16,0,0,90,0,-432.542972
3.291130973,-1304.25981,0,-6.24E-16,0,0,90,0,-432.212901
3.296132692,-1306.419225,0,-6.36E-16,0,0,90,0,-431.8830879
3.30113441,-1308.576993,0,-6.47E-16,0,0,90,0,-431.5535324
3.306136129,-1310.733114,0,-6.58E-16,0,0,90,0,-431.224234
3.311137848,-1312.88759,0,-6.69E-16,0,0,90,0,-430.8951924
3.316139567,-1315.040422,0,-6.79E-16,0,0,90,0,-430.5664071
3.321141286,-1317.191611,0,-6.88E-16,0,0,90,0,-430.2378778
3.326143004,-1319.341159,0,-6.97E-16,0,0,90,0,-429.909604
3.331144723,-1321.489067,0,-7.06E-16,0,0,90,0,-429.5815854
3.336146442,-1323.635336,0,-7.14E-16,0,0,90,0,-429.2538215
3.341148161,-1325.779968,0,-7.21E-16,0,0,90,0,-428.9263121
3.34614988,-1327.922963,0,-7.28E-16,0,0,90,0,-428.5990566
3.351151598,-1330.064323,0,-7.34E-16,0,0,90,0,-428.2720547
3.356153317,-1332.20405,0,-7.40E-16,0,0,90,0,-427.945306
3.361155036,-1334.342144,0,-7.45E-16,0,0,90,0,-427.6188101
3.366156755,-1336.478607,0,-7.50E-16,0,0,90,0,-427.2925667
3.371158474,-1338.61344,0,-7.54E-16,0,0,90,0,-426.9665753
3.376160193,-1340.746644,0,-7.57E-16,0,0,90,0,-426.6408356
3.381161911,-1342.878221,0,-7.60E-16,0,0,90,0,-426.3153471
3.38616363,-1345.008171,0,-7.63E-16,0,0,90,0,-425.9901095
3.391165349,-1347.136497,0,-7.65E-16,0,0,90,0,-425.6651224
3.396167068,-1349.263199,0,-7.66E-16,0,0,90,0,-425.3403854
3.401168787,-1351.388278,0,-7.67E-16,0,0,90,0,-425.0158982
3.406170505,-1353.511736,0,-7.67E-16,0,0,90,0,-424.6916603
3.411172224,-1355.633575,0,-7.66E-16,0,0,90,0,-424.3676713
3.416173943,-1357.753794,0,-7.65E-16,0,0,90,0,-424.043931
3.421175662,-1359.872397,0,-7.64E-16,0,0,90,0,-423.7204389
3.426177381,-1361.989383,0,-7.62E-16,0,0,90,0,-423.3971946
3.431179099,-1364.104754,0,-7.59E-16,0,0,90,0,-423.0741977
3.436180818,-1366.218511,0,-7.56E-16,0,0,90,0,-422.7514479
3.441182537,-1368.330656,0,-7.52E-16,0,0,90,0,-422.4289448
3.446184256,-1370.441189,0,-7.48E-16,0,0,90,0,-422.106688
3.451185975,-1372.550112,0,-7.43E-16,0,0,90,0,-421.7846772
3.456187693,-1374.657427,0,-7.38E-16,0,0,90,0,-421.4629119
3.461189412,-1376.763134,0,-7.32E-16,0,0,90,0,-421.1413918
3.466191131,-1378.867234,0,-7.26E-16,0,0,90,0,-420.8201166
3.47119285,-1380.96973,0,-7.19E-16,0,0,90,0,-420.4990857
3.476194569,-1383.070621,0,-7.12E-16,0,0,90,0,-420.178299
3.481196287,-1385.16991,0,-7.05E-16,0,0,90,0,-419.8577559
3.486198006,-1387.267597,0,-6.96E-16,0,0,90,0,-419.5374562
3.491199725,-1389.363684,0,-6.88E-16,0,0,90,0,-419.2173995
3.496201444,-1391.458172,0,-6.79E-16,0,0,90,0,-418.8975853
3.501203163,-1393.551062,0,-6.70E-16,0,0,90,0,-418.5780133
3.506204881,-1395.642356,0,-6.60E-16,0,0,90,0,-418.2586833
3.5112066,-1397.732054,0,-6.50E-16,0,0,90,0,-417.9395947
3.516208319,-1399.820158,0,-6.39E-16,0,0,90,0,-417.6207472
3.521210038,-1401.906668,0,-6.28E-16,0,0,90,0,-417.3021404
3.526211757,-1403.991587,0,-6.17E-16,0,0,90,0,-416.9837741
3.531213475,-1406.074915,0,-6.05E-16,0,0,90,0,-416.6656478
3.536215194,-1408.156654,0,-5.93E-16,0,0,90,0,-416.3477611
3.541216913,-1410.236805,0,-5.81E-16,0,0,90,0,-416.0301137
3.546218632,-1412.315368,0,-5.68E-16,0,0,90,0,-415.7127053
3.551220351,-1414.392346,0,-5.56E-16,0,0,90,0,-415.3955355
3.556222069,-1416.467739,0,-5.42E-16,0,0,90,0,-415.0786038
3.561223788,-1418.541549,0,-5.29E-16,0,0,90,0,-414.76191
3.566225507,-1420.613776,0,-5.15E-16,0,0,90,0,-414.4454537
3.571227226,-1422.684422,0,-5.02E-16,0,0,90,0,-414.1292346
3.576228945,-1424.753488,0,-4.88E-16,0,0,90,0,-413.8132522
3.581230663,-1426.820976,0,-4.73E-16,0,0,90,0,-413.4975062
3.586232382,-1428.886886,0,-4.59E-16,0,0,90,0,-413.1819963
3.591234101,-1430.951219,0,-4.45E-16,0,0,90,0,-412.866722
3.59623582,-1433.013978,0,-4.30E-16,0,0,90,0,-412.5516832
3.601237539,-1435.075162,0,-4.15E-16,0,0,90,0,-412.2368793
3.606239257,-1437.134774,0,-4.00E-16,0,0,90,0,-411.92231
3.611240976,-1439.192814,0,-3.85E-16,0,0,90,0,-411.6079751
3.616242695,-1441.249283,0,-3.70E-16,0,0,90,0,-411.2938741
3.621244414,-1443.304183,0,-3.55E-16,0,0,90,0,-410.9800066
3.626246133,-1445.357515,0,-3.40E-16,0,0,90,0,-410.6663724
3.631247851,-1447.40928,0,-3.25E-16,0,0,90,0,-410.352971
3.63624957,-1449.459479,0,-3.09E-16,0,0,90,0,-410.0398022
3.641251289,-1451.508113,0,-2.94E-16,0,0,90,0,-409.7268656
3.646253008,-1453.555184,0,-2.79E-16,0,0,90,0,-409.4141607
3.651254727,-1455.600692,0,-2.64E-16,0,0,90,0,-409.1016874
3.656256446,-1457.64464,0,-2.49E-16,0,0,90,0,-408.7894452
3.661258164,-1459.687027,0,-2.34E-16,0,0,90,0,-408.4774337
3.666259883,-1461.727855,0,-2.19E-16,0,0,90,0,-408.1656527
3.671261602,-1463.767125,0,-2.04E-16,0,0,90,0,-407.8541018
3.676263321,-1465.804839,0,-1.89E-16,0,0,90,0,-407.5427807
3.68126504,-1467.840998,0,-1.75E-16,0,0,90,0,-407.2316889
3.686266758,-1469.875602,0,-1.61E-16,0,0,90,0,-406.9208262
3.691268477,-1471.908653,0,-1.46E-16,0,0,90,0,-406.6101922
