time,altitude,Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),thrust,Drag force (N),CD,Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
2.2359,863.28,58.47,-212.91,58.988,212.98,17.323,-0.0062991,17.323,-0.020835,0.46474,5.1255,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.17504,1743941,0,110.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075506,NaN,NaN,NaN,NaN,1.9385,9.3896,914.04,336.99,0.0023477,0.11617
2.2383,863.42,57.97,-209.48,58.488,209.54,17.322,-0.0063053,17.322,-0.020856,0.47676,5.0338,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.17356,1729138,0,109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074866,NaN,NaN,NaN,NaN,1.9364,9.3887,914.02,336.99,0.0023861,0.11618
2.2407,863.56,57.47,-206.08,57.988,206.14,17.321,-0.0063116,17.321,-0.020878,0.48874,4.9429,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.17208,1714335,0,107.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074227,NaN,NaN,NaN,NaN,1.9343,9.3878,914.01,336.99,0.0024255,0.11637
2.2432,863.7,56.97,-202.71,57.488,202.76,17.319,-0.0063179,17.319,-0.020901,0.50071,4.8527,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.17059,1699532,0,105.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073587,NaN,NaN,NaN,NaN,1.9322,9.3869,913.99,336.99,0.0024659,0.11643
2.2457,863.84,56.47,-199.36,56.988,199.42,17.318,-0.0063242,17.318,-0.020923,0.51265,4.7634,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.16911,1684730,0,103.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072947,NaN,NaN,NaN,NaN,1.93,9.3859,913.97,336.99,0.0025073,0.11651
2.2482,863.99,55.97,-196.05,56.488,196.1,17.317,-0.0063306,17.317,-0.020946,0.52457,4.6748,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.16763,1669927,0,101.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072307,NaN,NaN,NaN,NaN,1.9278,9.385,913.96,336.99,0.0025497,0.11661
2.2508,864.13,55.47,-192.76,55.988,192.82,17.315,-0.0063371,17.315,-0.020969,0.53647,4.587,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.16614,1655125,0,99.877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0071667,NaN,NaN,NaN,NaN,1.9255,9.3841,913.94,336.99,0.0025931,0.11668
2.2535,864.28,54.971,-189.51,55.488,189.56,17.314,-0.0063436,17.314,-0.020992,0.54833,4.4966,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.16466,1640322,0,98.099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0071028,NaN,NaN,NaN,NaN,1.9222,9.3831,913.93,336.99,0.0026377,0.11669
2.2561,864.42,54.471,-186.28,54.988,186.33,17.312,-0.0063502,17.312,-0.021016,0.56013,4.3998,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.16318,1625518,0,96.338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070388,NaN,NaN,NaN,NaN,1.9165,9.3822,913.91,336.98,0.0026834,0.11672
2.2589,864.57,53.971,-183.08,54.487,183.13,17.311,-0.0063568,17.311,-0.02104,0.57188,4.3038,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.16169,1610714,0,94.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0069748,NaN,NaN,NaN,NaN,1.9108,9.3812,913.89,336.98,0.0027303,0.11673
2.2617,864.72,53.471,-179.91,53.987,179.96,17.309,-0.0063635,17.309,-0.021064,0.58358,4.2087,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.16021,1595910,0,92.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0069108,NaN,NaN,NaN,NaN,1.9049,9.3803,913.88,336.98,0.0027784,0.11674
2.2645,864.87,52.971,-176.77,53.487,176.82,17.308,-0.0063702,17.308,-0.021088,0.59521,4.1145,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.15872,1581106,0,91.148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0068469,NaN,NaN,NaN,NaN,1.8989,9.3793,913.86,336.98,0.0028277,0.1168
2.2674,865.02,52.471,-173.66,52.987,173.71,17.306,-0.006377,17.306,-0.021113,0.60679,4.0212,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.15724,1566302,0,89.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0067829,NaN,NaN,NaN,NaN,1.8929,9.3783,913.84,336.98,0.0028784,0.11681
2.2703,865.18,51.971,-170.58,52.487,170.63,17.304,-0.0063839,17.304,-0.021138,0.6183,3.9288,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.15576,1551499,0,87.768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0067189,NaN,NaN,NaN,NaN,1.8867,9.3773,913.83,336.98,0.0029304,0.11685
2.2733,865.33,51.472,-167.53,51.987,167.57,17.302,-0.0063908,17.302,-0.021163,0.62975,3.8373,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.15427,1536695,0,86.102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0066549,NaN,NaN,NaN,NaN,1.8804,9.3764,913.81,336.98,0.0029838,0.11686
2.2763,865.49,50.972,-164.51,51.487,164.55,17.3,-0.0063978,17.3,-0.021189,0.64113,3.7467,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.15279,1521892,0,84.452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006591,NaN,NaN,NaN,NaN,1.874,9.3753,913.79,336.98,0.0030386,0.11687
2.2794,865.64,50.472,-161.51,50.986,161.55,17.298,-0.0064049,17.298,-0.021214,0.65245,3.6569,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.1513,1507089,0,82.818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006527,NaN,NaN,NaN,NaN,1.8675,9.3743,913.77,336.98,0.0030949,0.11688
2.2826,865.8,49.972,-158.55,50.486,158.59,17.296,-0.006412,17.296,-0.02124,0.6637,3.568,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.14982,1492286,0,81.199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006463,NaN,NaN,NaN,NaN,1.8608,9.3733,913.76,336.98,0.0031528,0.11689
2.2858,865.96,49.472,-155.61,49.986,155.65,17.294,-0.0064192,17.294,-0.021267,0.67488,3.4801,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.14834,1477483,0,79.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006399,NaN,NaN,NaN,NaN,1.8541,9.3723,913.74,336.98,0.0032123,0.1169
2.289,866.12,48.972,-152.71,49.486,152.75,17.292,-0.0064264,17.292,-0.021294,0.68598,3.393,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.14685,1462680,0,78.011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0063351,NaN,NaN,NaN,NaN,1.8472,9.3712,913.72,336.98,0.0032734,0.11691
2.2924,866.29,48.472,-149.83,48.986,149.87,17.29,-0.0064338,17.29,-0.021321,0.69702,3.3068,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.14537,1447878,0,76.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0062711,NaN,NaN,NaN,NaN,1.8401,9.3702,913.7,336.98,0.0033362,0.11691
2.2958,866.45,47.972,-146.99,48.486,147.02,17.287,-0.0064412,17.287,-0.021348,0.70797,3.2215,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.14388,1433075,0,74.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0062071,NaN,NaN,NaN,NaN,1.833,9.3691,913.68,336.98,0.0034009,0.11692
2.2992,866.61,47.473,-144.17,47.985,144.2,17.285,-0.0064486,17.285,-0.021376,0.71885,3.137,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.1424,1418273,0,73.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0061432,NaN,NaN,NaN,NaN,1.8257,9.3681,913.67,336.98,0.0034674,0.11693
2.3028,866.78,46.973,-141.38,47.485,141.41,17.282,-0.0064562,17.282,-0.021404,0.72965,3.0535,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.14092,1403471,0,71.826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0060792,NaN,NaN,NaN,NaN,1.8182,9.367,913.65,336.98,0.0035358,0.11694
2.3064,866.95,46.473,-138.62,46.985,138.65,17.279,-0.0064638,17.279,-0.021433,0.74037,2.9726,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.13943,1388670,0,70.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0060152,NaN,NaN,NaN,NaN,1.8113,9.3659,913.63,336.97,0.0036061,0.11695
2.3101,867.12,45.973,-135.89,46.485,135.92,17.277,-0.0064715,17.277,-0.021462,0.75101,2.8931,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.13795,1373868,0,68.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059513,NaN,NaN,NaN,NaN,1.8044,9.3648,913.61,336.97,0.0036786,0.11696
2.3138,867.29,45.473,-133.19,45.985,133.22,17.274,-0.0064793,17.274,-0.021491,0.76157,2.8145,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.13646,1359067,0,67.355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058873,NaN,NaN,NaN,NaN,1.7973,9.3637,913.59,336.97,0.0037532,0.11697
2.3177,867.47,44.973,-130.52,45.485,130.55,17.271,-0.0064871,17.271,-0.021521,0.77205,2.7367,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.13498,1344266,0,65.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058233,NaN,NaN,NaN,NaN,1.7902,9.3626,913.57,336.97,0.00383,0.11699
2.3216,867.64,44.473,-127.88,44.984,127.9,17.268,-0.0064951,17.268,-0.021551,0.78245,2.6598,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.1335,1329466,0,64.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057594,NaN,NaN,NaN,NaN,1.7828,9.3615,913.55,336.97,0.0039092,0.117
2.3256,867.82,43.973,-125.26,44.484,125.29,17.265,-0.0065031,17.265,-0.021581,0.79276,2.5837,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.13201,1314665,0,63.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056954,NaN,NaN,NaN,NaN,1.7753,9.3603,913.53,336.97,0.0039908,0.117
2.3296,867.99,43.473,-122.68,43.984,122.7,17.261,-0.0065112,17.261,-0.021612,0.80298,2.5085,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.13053,1299865,0,61.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056314,NaN,NaN,NaN,NaN,1.7677,9.3592,913.51,336.97,0.0040748,0.11701
2.3338,868.17,42.974,-120.12,43.484,120.15,17.258,-0.0065194,17.258,-0.021644,0.81311,2.4342,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.12904,1285065,0,60.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055675,NaN,NaN,NaN,NaN,1.7599,9.358,913.49,336.97,0.0041615,0.11702
2.338,868.36,42.474,-117.6,42.984,117.62,17.255,-0.0065276,17.255,-0.021676,0.82315,2.3607,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.12756,1270265,0,58.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055035,NaN,NaN,NaN,NaN,1.7519,9.3569,913.47,336.97,0.0042509,0.11703
2.3424,868.54,41.974,-115.1,42.484,115.13,17.251,-0.006536,17.251,-0.021708,0.83308,2.2881,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.12608,1255465,0,57.482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054396,NaN,NaN,NaN,NaN,1.7438,9.3557,913.45,336.97,0.0043431,0.11704
2.3468,868.72,41.474,-112.64,41.983,112.66,17.247,-0.0065445,17.247,-0.021741,0.84292,2.2164,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.12459,1240665,0,56.135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053756,NaN,NaN,NaN,NaN,1.7354,9.3545,913.43,336.97,0.0044382,0.11705
2.3514,868.91,40.974,-110.2,41.483,110.22,17.243,-0.006553,17.243,-0.021774,0.85265,2.1456,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.12311,1225866,0,54.805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053117,NaN,NaN,NaN,NaN,1.7269,9.3533,913.41,336.97,0.0045364,0.11706
2.356,869.1,40.474,-107.79,40.983,107.81,17.24,-0.0065617,17.24,-0.021808,0.86225,2.0692,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.12162,1211065,0,53.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052477,NaN,NaN,NaN,NaN,1.7156,9.3521,913.39,336.97,0.0046377,0.11707
2.3607,869.29,39.974,-105.41,40.483,105.43,17.235,-0.0065704,17.235,-0.021842,0.87163,1.9787,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.12014,1196260,0,52.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051837,NaN,NaN,NaN,NaN,1.6976,9.3508,913.37,336.97,0.0047425,0.11709
2.3656,869.48,39.474,-103.06,39.982,103.08,17.231,-0.0065793,17.231,-0.021877,0.8808,1.8894,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.11865,1181456,0,50.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051198,NaN,NaN,NaN,NaN,1.6792,9.3496,913.35,336.96,0.0048507,0.1171
2.3706,869.68,38.974,-100.74,39.482,100.76,17.227,-0.0065882,17.227,-0.021912,0.88974,1.8012,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.11717,1166652,0,49.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050558,NaN,NaN,NaN,NaN,1.6604,9.3484,913.33,336.96,0.0049624,0.1171
2.3756,869.88,38.474,-98.449,38.982,98.464,17.222,-0.0065973,17.222,-0.021948,0.89844,1.7143,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.11568,1151848,0,48.389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049919,NaN,NaN,NaN,NaN,1.6411,9.3471,913.31,336.96,0.005078,0.11712
2.3808,870.07,37.974,-96.187,38.481,96.2,17.218,-0.0066064,17.218,-0.021985,0.90691,1.6284,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.1142,1137045,0,47.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049279,NaN,NaN,NaN,NaN,1.6214,9.3458,913.28,336.96,0.0051975,0.11713
2.3861,870.27,37.474,-93.954,37.981,93.966,17.213,-0.0066157,17.213,-0.022022,0.91512,1.5438,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.11272,1122242,0,45.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004864,NaN,NaN,NaN,NaN,1.6012,9.3445,913.26,336.96,0.0053211,0.11713
2.3916,870.48,36.975,-91.75,37.48,91.761,17.208,-0.0066251,17.208,-0.022059,0.92308,1.4603,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.11123,1107439,0,44.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0048,NaN,NaN,NaN,NaN,1.5806,9.3432,913.24,336.96,0.0054489,0.11714
2.3972,870.68,36.475,-89.575,36.98,89.586,17.202,-0.0066346,17.202,-0.022098,0.93077,1.378,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.10975,1092636,0,43.544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0047361,NaN,NaN,NaN,NaN,1.5595,9.3419,913.22,336.96,0.0055813,0.11715
2.4029,870.89,35.975,-87.43,36.48,87.439,17.197,-0.0066442,17.197,-0.022136,0.93818,1.2968,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.10826,1077834,0,42.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0046721,NaN,NaN,NaN,NaN,1.5378,9.3406,913.19,336.96,0.0057183,0.11716
2.4088,871.1,35.475,-85.315,35.98,85.324,17.192,-0.0066539,17.192,-0.022176,0.94563,1.27,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.10678,1063045,0,41.219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0046082,NaN,NaN,NaN,NaN,1.5409,9.3392,913.17,336.96,0.00586,0.11717
2.4148,871.31,34.975,-83.229,35.48,83.24,17.186,-0.0066638,17.186,-0.022216,0.95341,1.296,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.1053,1048269,0,40.081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0045442,NaN,NaN,NaN,NaN,1.5694,9.3379,913.15,336.96,0.0060068,0.11718
2.4209,871.52,34.475,-81.174,34.981,81.184,17.18,-0.0066738,17.18,-0.022257,0.96155,1.3214,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.10381,1033494,0,38.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0044803,NaN,NaN,NaN,NaN,1.5986,9.3365,913.12,336.96,0.0061588,0.11719
2.4272,871.74,33.975,-79.147,34.481,79.159,17.174,-0.0066839,17.174,-0.022299,0.97005,1.3464,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.10233,1018721,0,37.855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0044163,NaN,NaN,NaN,NaN,1.6286,9.3351,913.1,336.96,0.0063164,0.1172
2.4337,871.96,33.475,-77.15,33.982,77.162,17.168,-0.0066941,17.168,-0.022341,0.97894,1.3709,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.10085,1003949,0,36.765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0043524,NaN,NaN,NaN,NaN,1.6593,9.3337,913.08,336.96,0.0064799,0.11721
2.4404,872.18,32.975,-75.182,33.483,75.195,17.161,-0.0067045,17.161,-0.022384,0.98821,1.3949,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.099368,989179,0,35.692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042885,NaN,NaN,NaN,NaN,1.6908,9.3323,913.05,336.95,0.0066494,0.11721
2.4472,872.4,32.475,-73.244,32.983,73.257,17.154,-0.006715,17.154,-0.022428,0.99789,1.4185,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.097887,974411,0,34.635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042245,NaN,NaN,NaN,NaN,1.7232,9.3308,913.03,336.95,0.0068252,0.11722
2.4542,872.63,31.975,-71.334,32.484,71.349,17.147,-0.0067257,17.147,-0.022473,1.008,1.4415,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.096405,959645,0,33.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041606,NaN,NaN,NaN,NaN,1.7563,9.3294,913,336.95,0.0070078,0.11723
2.4614,872.86,31.475,-69.454,31.984,69.468,17.14,-0.0067365,17.14,-0.022519,1.0183,1.4266,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.094923,944866,0,32.567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040967,NaN,NaN,NaN,NaN,1.7703,9.3279,912.98,336.95,0.0071975,0.11724
2.4688,873.09,30.975,-67.601,31.484,67.616,17.132,-0.0067474,17.132,-0.022565,1.0285,1.3864,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.093439,930079,0,31.556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040328,NaN,NaN,NaN,NaN,1.7709,9.3264,912.95,336.95,0.0073947,0.11725
2.4764,873.32,30.476,-65.778,30.984,65.792,17.125,-0.0067585,17.125,-0.022613,1.0388,1.3468,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.091956,915291,0,30.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039689,NaN,NaN,NaN,NaN,1.7714,9.3249,912.92,336.95,0.0075997,0.11727
2.4842,873.56,29.976,-63.985,30.484,63.998,17.116,-0.0067698,17.116,-0.022661,1.049,1.3079,28.61,-80.6,9.7895,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,0.090472,900505,0,29.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003905,NaN,NaN,NaN,NaN,1.772,9.3234,912.9,336.95,0.0078127,0.11728
