time,altitude,Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),thrust,Drag force (N),CD,Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0,0,0,91.227,0,91.227,0,0,0,0,0,0,28.61,-80.6,9.7922,90,0,0,0,920.6,374.91,0.01176,0.00029802,NaN,23.545,NaN,0.006362,68515,92.997,0,0.54911,0,0.32168,0.10742,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,19.635,90,0,NaN,15,1013.2,340.39,0.01,0.0006002
0.01,0.0045613,0.91227,293.26,0.91227,293.26,0,0,0,0,0,0,28.61,-80.6,9.7922,67.13,0,0,0,920.6,374.91,0.01176,0.00029802,NaN,23.545,NaN,0.006896,74265,278.99,0.0004395,0.54221,0.066325,0.31479,0.10742,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001168,5,19.635,90,0,NaN,15,1013.2,340.39,0.01,0.0012406
0.02,0.028368,3.8501,496.35,3.8501,496.35,0,0,0,0,0,0,28.61,-80.6,9.7922,29.294,0,0,0,918.67,372.98,0.01174,0.00029767,NaN,23.538,NaN,0.01297,139672,464.99,0.013059,0.49513,0.55718,0.26768,0.10743,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00049295,5,19.635,90,0,NaN,15,1013.2,340.39,0.01,0.0013738
0.03,0.091722,8.8222,696.08,8.8222,696.08,0,0,0,0,0,0,28.61,-80.6,9.7922,13.741,0,0,0,916.74,371.06,0.011719,0.00029732,NaN,23.531,NaN,0.026682,287342,647.16,0.057158,0.45328,0.57619,0.22574,0.10745,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011296,5,19.635,90,0,NaN,14.999,1013.2,340.39,0.01,0.0014646
0.04,0.2148,15.796,759.04,15.796,759.04,0,0,0,0,0,0,28.61,-80.6,9.7922,7.7669,0,0,0,914.64,368.95,0.011697,0.00029694,NaN,23.523,NaN,0.046836,504382,704.25,0.15175,0.43909,0.49646,0.21129,0.10752,0.12029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020225,5,19.635,90,0,NaN,14.999,1013.2,340.39,0.0063306,0.0015581
0.046331,0.33005,20.617,758.48,20.617,758.48,0,0,0,0,0,0,28.61,-80.6,9.7922,5.9612,0,0,0,912.3,366.62,0.011672,0.00029652,NaN,23.515,NaN,0.060897,655804,701.51,0.24626,0.43932,0.47658,0.21126,0.10758,0.12048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026396,5,19.635,90,0,NaN,14.998,1013.2,340.39,0.0048505,0.0016869
0.051181,0.43899,24.304,757.94,24.304,757.94,0,0,0,0,0,0,28.61,-80.6,9.7922,5.0624,0,0,0,910.21,364.52,0.011649,0.00029614,NaN,23.507,NaN,0.071681,771926,699.31,0.33481,0.43954,0.46766,0.21123,0.10765,0.12067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031118,5,19.635,90,0,NaN,14.997,1013.2,340.39,0.0041145,0.0019903
0.055296,0.54541,27.428,757.25,27.428,757.25,0,0,0,0,0,0,28.61,-80.6,9.7922,4.4974,0,0,0,908.53,362.84,0.011631,0.00029584,NaN,23.501,NaN,0.080828,870421,697.41,0.42108,0.43976,0.46257,0.2112,0.10771,0.12085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035118,5,19.635,90,0,NaN,14.996,1013.2,340.39,0.0036459,0.0021396
0.058942,0.65045,30.193,756.54,30.193,756.54,0,0,0,0,0,0,28.61,-80.6,9.7922,4.0943,0,0,0,907.07,361.39,0.011616,0.00029558,NaN,23.496,NaN,0.088929,957647,695.71,0.50604,0.43997,0.45925,0.21117,0.10777,0.12103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038657,5,19.635,90,0,NaN,14.996,1013.2,340.39,0.003312,0.0022437
0.062254,0.75461,32.702,755.85,32.702,755.85,0,0,0,0,0,0,28.61,-80.6,9.7922,3.7872,0,0,0,905.77,360.08,0.011602,0.00029534,NaN,23.491,NaN,0.096283,1036831,694.15,0.59018,0.44017,0.45692,0.21114,0.10783,0.12121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004187,5,19.635,90,0,NaN,14.995,1013.2,340.39,0.0030579,0.0023788
0.065312,0.85814,35.016,755.18,35.016,755.18,0,0,0,0,0,0,28.61,-80.6,9.7922,3.5429,0,0,0,904.58,358.89,0.011589,0.00029513,NaN,23.486,NaN,0.10307,1109885,692.7,0.67374,0.44038,0.4552,0.21111,0.10789,0.12138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0044832,5,19.635,90,0,NaN,14.994,1013.1,340.39,0.0028559,0.0024881
0.068167,0.96123,37.175,754.53,37.175,754.53,0,0,0,0,0,0,28.61,-80.6,9.7922,3.3423,0,0,0,903.47,357.78,0.011577,0.00029493,NaN,23.482,NaN,0.1094,1178059,691.34,0.75689,0.44059,0.4539,0.21108,0.10795,0.12156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0047596,5,19.635,90,0,NaN,14.994,1013.1,340.39,0.00269,0.0025769
0.070857,1.064,39.206,753.91,39.206,753.91,0,0,0,0,0,0.75331,28.61,-80.6,9.7922,3.1736,0,0,0,902.43,356.74,0.011566,0.00029474,28.683,23.478,1.041,0.11536,1242224,689.69,0.83972,0.44079,0.4529,0.21106,0.10801,0.12173,0.3642,0.37923,-9.1188E-05,0,0,0,0,0,0.0050198,5,19.635,90,0,NaN,14.993,1013.1,340.38,0.004035,0.0026798
0.074892,1.2283,42.25,752.27,42.25,752.27,-6.2569E-06,0,6.2569E-06,-180,0.0031244,0.78801,28.61,-80.6,9.7922,2.9454,0,0.0020316,3.9303E-07,901.17,355.48,0.011553,0.00029451,28.721,23.474,1.0494,0.12429,1338374,687.22,0.97209,0.44112,0.45166,0.21101,0.1081,0.12201,0.33579,0.35201,-2.8265E-05,0,0,0,0,2.0181E-06,0.0054095,5,19.635,89.999,-0.013207,NaN,14.992,1013.1,340.38,0.0060525,0.0027743
0.080945,1.4978,46.808,749.78,46.808,749.78,-3.9599E-05,0,3.9599E-05,-180,0.0078645,0.76109,28.61,-80.6,9.7922,2.653,0,0.0053716,1.0827E-06,899.28,353.59,0.011533,0.00029417,28.771,23.467,1.0608,0.13766,1482359,683.52,1.189,0.44165,0.45033,0.21094,0.10825,0.12246,0.29989,0.3181,-0.00029587,0,0,0,0,1.15E-05,0.0059931,5,19.635,89.991,-0.0092519,NaN,14.99,1013.1,340.38,0.0090788,0.0028972
0.090024,1.9537,53.625,745.99,53.625,745.99,-0.00013997,0,0.00013997,-180,0.013877,0.52223,28.61,-80.6,9.7922,2.2922,0,0.011013,5.9319E-06,896.44,350.75,0.011502,0.00029366,28.835,23.456,1.0758,0.15768,1697763,677.96,1.5556,0.44256,0.44915,0.21081,0.10852,0.12323,0.25641,0.27627,-7.4138E-05,0,0,0,0,3.6852E-05,0.0068659,5,19.635,89.964,-0.021981,NaN,14.987,1013,340.38,0.013618,0.0030121
0.10364,2.7533,63.806,740.07,63.806,740.07,-0.00035543,-4.3908E-08,0.00035543,-179.99,0.015723,0.35356,28.61,-80.6,9.7922,1.8497,0,0.020766,1.539E-05,892.19,346.5,0.011457,0.00029289,28.919,23.44,1.0959,0.18757,2019487,670.91,2.1981,0.44414,0.44853,0.21059,0.10897,0.12457,0.2043,0.22341,0.00046586,0,0,0,0,9.2584E-05,0.0081694,5,19.635,89.887,-0.029857,NaN,14.982,1012.9,340.38,0.01461,0.0031103
0.11825,3.7648,74.662,730.87,74.662,730.87,-0.0004922,-2.6363E-07,0.0004922,-179.97,0.001352,2.0778,28.61,-80.6,9.7922,1.4318,0,0.032425,1.9237E-05,886.94,341.25,0.0114,0.00029194,29.005,23.42,1.1171,0.21945,2362537,660.38,3.0104,0.44612,0.44881,0.21032,0.10954,0.12626,0.15628,0.17461,-0.00019879,0,0,0,0,0.00016491,0.0095594,5,19.635,89.747,-0.0317,NaN,14.976,1012.8,340.37,0.013591,0.0032201
0.13184,4.8473,84.643,721.3,84.643,721.32,-0.00021145,-8.2994E-07,0.00021145,-179.78,0.045582,4.456,28.61,-80.6,9.7922,1.0722,0,0.043504,3.4509E-05,881.89,336.21,0.011346,0.00029103,29.083,23.4,1.1367,0.24876,2677896,648.46,3.8762,0.44823,0.44976,0.21003,0.11015,0.12804,0.11586,0.13138,5.2482E-05,0,0,0,0,0.00023103,0.010837,5,19.635,89.561,-0.030597,NaN,14.968,1012.7,340.37,0.013992,0.0033241
0.14583,6.1023,94.771,710.14,94.771,710.18,0.00096641,-2.0437E-06,0.00096641,-0.12116,0.13062,7.6557,28.61,-80.6,9.7922,0.71148,0,0.053883,2.9822E-05,877.12,331.43,0.011295,0.00029017,29.166,23.381,1.157,0.27852,2997895,635.21,4.8751,0.45063,0.45132,0.2097,0.11085,0.13008,0.076112,0.087516,-0.00045763,0,0,0,0,0.00028273,0.012134,5,19.635,89.315,-0.028262,NaN,14.96,1012.5,340.36,0.016683,0.0034232
0.16252,7.7824,106.65,695.07,106.65,695.18,0.0044303,-4.7536E-06,0.0044303,-0.061477,0.29823,12.269,28.61,-80.6,9.7922,0.29035,1.1544E-08,0.062681,0.00010406,871.8,326.12,0.011238,0.00028921,29.268,23.36,1.1817,0.31342,3373061,617.2,6.2077,0.4538,0.45392,0.20926,0.11177,0.13277,0.030703,0.036288,0.00037463,0,0,0,0,0.00030215,0.013655,5,19.635,88.963,-0.025273,NaN,14.949,1012.3,340.36,0.025024,0.003539
0.18754,10.669,124.04,672.72,124.04,673.01,0.016594,-1.215E-05,0.016594,-0.041953,0.70716,19.861,28.61,-80.6,9.7921,0.28631,1.5892E-08,-0.061874,5.2834E-05,864.58,318.89,0.01116,0.00028791,29.311,23.331,1.196,0.36456,3922380,599.26,8.4939,0.45912,0.45923,0.20853,0.11331,0.13728,0.030374,0.036225,-0.00025959,0,0,0,0,-0.00021763,0.015882,5,19.635,88.386,-0.015452,NaN,14.931,1012,340.35,0.023256,0.0036832
0.2108,13.736,139.79,663.4,139.79,663.91,0.039094,-2.2387E-05,0.039094,-0.03281,1.2527,26.09,28.61,-80.6,9.7921,0.66947,0,-0.039343,6.1633E-05,856.48,310.79,0.011072,0.00028645,29.283,23.297,1.197,0.41085,4419336,591.68,10.926,0.46463,0.46526,0.20777,0.11492,0.14194,0.072159,0.086453,-9.1088E-05,0,0,0,0,-6.9281E-05,0.017899,5,19.635,87.947,-0.0065131,NaN,14.911,1011.6,340.33,0.0076147,0.0038909
0.21841,14.82,144.89,666.37,144.9,666.95,0.049411,-2.6199E-05,0.049411,-0.03038,1.4591,27.668,28.61,-80.6,9.7921,0.73951,0,-0.027028,6.9438E-05,851.51,305.82,0.011018,0.00028555,29.285,23.277,1.2017,0.42585,4580251,588.34,11.789,0.46656,0.46733,0.2075,0.11548,0.14358,0.079986,0.096401,0.00010955,0,0,0,0,-3.0435E-05,0.018552,5,19.635,87.856,-0.0014634,NaN,14.904,1011.5,340.33,0.0063262,0.004192
0.22474,15.75,149.11,664.02,149.12,664.63,0.059202,-2.9381E-05,0.059202,-0.028435,1.6372,28.4,28.61,-80.6,9.7921,0.7685,0,-0.015265,4.3179E-05,849.29,303.6,0.010994,0.00028515,29.293,23.267,1.2051,0.43828,4713490,585.44,12.531,0.46821,0.46904,0.20728,0.11596,0.14497,0.083287,0.1004,-0.00023752,0,0,0,0,-9.1655E-06,0.019093,5,19.635,87.807,0.0023213,NaN,14.898,1011.4,340.33,0.0057227,0.0042998
0.23046,16.614,152.92,661.65,152.93,662.27,0.069039,-3.2191E-05,0.069039,-0.026715,1.8013,28.692,28.61,-80.6,9.7921,0.77038,0,-0.0037643,7.9624E-05,847.37,301.69,0.010974,0.0002848,29.305,23.259,1.2091,0.44947,4833513,582.77,13.222,0.46974,0.47058,0.20707,0.11641,0.14626,0.083579,0.10098,-0.00023533,0,0,0,0,-5.2998E-07,0.019581,5,19.635,87.788,0.0058429,NaN,14.892,1011.3,340.32,0.0054005,0.0044005
0.23586,17.45,156.5,659.29,156.51,659.91,0.079186,-3.4715E-05,0.079186,-0.025118,1.9566,28.62,28.61,-80.6,9.7921,0.7504,0,0.0075459,6.6081E-05,845.6,299.92,0.010954,0.00028448,29.32,23.252,1.2137,0.46,4946328,580.22,13.889,0.47121,0.47201,0.20687,0.11684,0.14751,0.081437,0.099004,-0.00021155,0,0,0,0,2.0333E-06,0.020039,5,19.635,87.791,0.0097633,NaN,14.887,1011.2,340.32,0.0052504,0.0045193
0.24111,18.281,159.96,656.92,159.97,657.53,0.089853,-3.6984E-05,0.089853,-0.023583,2.1064,28.215,28.61,-80.6,9.7921,0.71074,0,0.018672,6.823E-05,843.91,298.22,0.010936,0.00028418,29.339,23.245,1.2189,0.47019,5055580,577.69,14.552,0.47267,0.47339,0.20667,0.11726,0.14874,0.077111,0.094329,-0.0002004,0,0,0,0,1.1917E-05,0.020483,5,19.635,87.816,0.012901,NaN,14.881,1011.1,340.32,0.0052659,0.0046205
0.24638,19.132,163.42,654.46,163.44,655.04,0.10133,-3.9026E-05,0.10133,-0.022066,2.2535,27.47,28.61,-80.6,9.7921,0.6516,0,0.029587,6.8496E-05,842.24,296.55,0.010918,0.00028388,29.362,23.237,1.2249,0.48038,5164728,575.1,15.232,0.47416,0.47477,0.20646,0.1177,0.15,0.070632,0.086016,0.00025206,0,0,0,0,2.8665E-05,0.020927,5,19.635,87.862,0.015756,NaN,14.876,1011,340.31,0.0055238,0.004719
0.2519,20.045,167.04,651.76,167.06,652.29,0.1142,-4.0874E-05,0.1142,-0.020507,2.4027,26.337,28.61,-80.6,9.7921,0.5711,0,0.040364,7.2415E-05,840.52,294.83,0.010899,0.00028357,29.39,23.23,1.232,0.49102,5278754,572.34,15.962,0.47575,0.47622,0.20624,0.11816,0.15134,0.061814,0.076179,-0.00033382,0,0,0,0,5.1063E-05,0.02139,5,19.635,87.932,0.017479,NaN,14.87,1010.9,340.31,0.00596,0.0048238
0.25786,21.052,170.93,648.76,170.95,649.24,0.12898,-4.2496E-05,0.12898,-0.018878,2.5556,24.742,28.61,-80.6,9.7921,0.46631,5.1888E-09,0.050764,9.6664E-05,838.69,293.01,0.010879,0.00028324,29.424,23.222,1.2403,0.50246,5401237,569.25,16.768,0.4775,0.47782,0.206,0.11868,0.15282,0.050364,0.062387,-0.00045235,0,0,0,0,7.7133E-05,0.021888,5,19.635,88.03,0.019943,NaN,14.863,1010.8,340.31,0.0069383,0.0049406
0.2648,22.254,175.44,645.08,175.46,645.47,0.14729,-4.3862E-05,0.14729,-0.017063,2.7201,22.449,28.61,-80.6,9.7921,0.32349,5.1858E-09,0.060479,0.00013661,836.64,290.95,0.010857,0.00028287,29.468,23.213,1.251,0.51571,5543106,565.44,17.733,0.47958,0.47973,0.20572,0.11929,0.15457,0.034829,0.04299,-0.00014592,0,0,0,0,0.00010393,0.022465,5,19.635,88.169,0.022502,NaN,14.855,1010.6,340.3,0.0095398,0.0050233
0.27434,23.957,181.59,640.91,181.62,641.18,0.17421,-4.4798E-05,0.17421,-0.014734,2.9178,18.774,28.61,-80.6,9.7921,0.10488,0,0.068229,0.00044312,834.06,288.37,0.010829,0.0002824,29.537,23.202,1.267,0.53382,5736923,561.26,19.107,0.48251,0.48252,0.20531,0.12015,0.15705,0.011236,0.014447,0.00046631,0,0,0,0,0.00012346,0.023254,5,19.635,88.392,0.024832,NaN,14.844,1010.4,340.29,0.01431,0.0051103
0.28865,26.621,190.77,634.59,190.8,634.72,0.21768,-4.4484E-05,0.21768,-0.011708,3.1453,12.884,28.61,-80.6,9.7921,0.21863,0,-0.06438,0.00015235,830.42,284.74,0.010789,0.00028174,29.559,23.186,1.2746,0.56081,6025534,556.96,21.282,0.48706,0.48713,0.20469,0.12149,0.16089,0.023582,0.029849,0.00037142,0,0,0,0,-9.9602E-05,0.02443,5,19.635,88.742,0.020553,NaN,14.827,1010.1,340.28,0.011552,0.0052146
0.3002,28.867,198.12,631.36,198.15,631.42,0.25478,-4.3053E-05,0.25478,-0.0096817,3.2704,8.82,28.61,-80.6,9.7921,0.41836,-1.923E-08,-0.046871,7.1291E-06,826.53,280.85,0.010747,0.00028104,29.56,23.169,1.2782,0.58243,6256618,554.13,23.138,0.49088,0.49114,0.20417,0.12261,0.1641,0.045534,0.058462,-0.0004855,0,0,0,0,-4.8948E-05,0.025371,5,19.635,88.978,0.03071,NaN,14.812,1009.9,340.28,0.0054483,0.0053022
0.30565,29.956,201.58,631.31,201.6,631.35,0.27273,-4.1943E-05,0.27273,-0.0088116,3.3146,7.3897,28.61,-80.6,9.7921,0.48371,-1.8762E-08,-0.034585,-2.2086E-05,823.98,278.29,0.010719,0.00028058,29.567,23.157,1.2819,0.59258,6365052,552.48,24.042,0.49272,0.49307,0.20392,0.12315,0.16565,0.052824,0.067951,-0.00047378,0,0,0,0,-2.5745E-05,0.025813,5,19.635,89.058,0.038645,NaN,14.805,1009.7,340.27,0.0045171,0.0054035
0.31017,30.873,204.43,629.92,204.46,629.95,0.28777,-4.0777E-05,0.28777,-0.0081188,3.3459,6.5174,28.61,-80.6,9.7921,0.51722,-1.9372E-08,-0.022916,2.3421E-05,822.48,276.79,0.010703,0.00028031,29.577,23.151,1.2853,0.60097,6454709,551.04,24.806,0.49427,0.49467,0.2037,0.12361,0.16695,0.056605,0.072559,-0.00021674,0,0,0,0,-1.0991E-05,0.026179,5,19.635,89.105,0.043261,NaN,14.799,1009.6,340.27,0.0041071,0.00549
0.31427,31.718,207.02,628.5,207.05,628.53,0.30157,-3.9509E-05,0.30157,-0.0075065,3.3716,6.0241,28.61,-80.6,9.7921,0.53012,-1.601E-08,-0.011449,1.7381E-05,821.18,275.49,0.010688,0.00028007,29.59,23.145,1.2891,0.60859,6536005,549.72,25.51,0.49569,0.49611,0.20351,0.12403,0.16815,0.058099,0.074987,-0.00049148,0,0,0,0,-2.6752E-06,0.02651,5,19.635,89.13,0.043699,NaN,14.794,1009.5,340.26,0.0038705,0.0055765
0.31814,32.524,209.45,627.09,209.48,627.12,0.31466,-3.8139E-05,0.31466,-0.0069446,3.3946,5.8441,28.61,-80.6,9.7921,0.52636,-1.5978E-08,-0.00019334,3.68E-05,819.98,274.29,0.010675,0.00027986,29.606,23.139,1.2933,0.61575,6612421,548.44,26.182,0.49704,0.49746,0.20332,0.12443,0.16929,0.057736,0.075018,-0.00013169,0,0,0,0,0,0.026822,5,19.635,89.138,0.041932,NaN,14.789,1009.4,340.26,0.0037752,0.0056624
0.32192,33.319,211.82,625.66,211.85,625.69,0.32752,-3.6644E-05,0.32752,-0.0064106,3.4168,5.9463,28.61,-80.6,9.7921,0.50775,-1.591E-08,0.010853,5.4907E-05,818.83,273.14,0.010663,0.00027965,29.624,23.134,1.298,0.62271,6686768,547.18,26.846,0.49838,0.49877,0.20314,0.12482,0.17041,0.055715,0.072099,0.00027338,0,0,0,0,2.296E-06,0.027125,5,19.635,89.131,0.036799,NaN,14.783,1009.3,340.26,0.0038365,0.0057515
0.32576,34.136,214.22,624.14,214.25,624.17,0.34067,-3.4985E-05,0.34067,-0.0058839,3.4403,6.3334,28.61,-80.6,9.7921,0.47414,-1.6807E-08,0.021827,3.3783E-05,817.68,272,0.01065,0.00027944,29.646,23.129,1.3034,0.62978,6762129,545.88,27.528,0.49974,0.50009,0.20296,0.12523,0.17156,0.052024,0.068166,0.00034093,0,0,0,0,9.0798E-06,0.027433,5,19.635,89.109,0.0306,NaN,14.778,1009.2,340.25,0.0039631,0.0058397
0.32972,34.99,216.7,622.53,216.73,622.57,0.35436,-3.3143E-05,0.35436,-0.0053589,3.4668,7.0259,28.61,-80.6,9.7921,0.42479,-1.3598E-08,0.032485,3.4699E-05,816.51,270.82,0.010637,0.00027923,29.672,23.124,1.3097,0.63706,6839772,544.5,28.242,0.50117,0.50145,0.20276,0.12565,0.17276,0.046586,0.060984,0.00022462,0,0,0,0,1.9655E-05,0.027749,5,19.635,89.07,0.025467,NaN,14.773,1009.1,340.25,0.0043243,0.0059358
0.33404,35.933,219.39,620.67,219.42,620.73,0.36942,-3.1012E-05,0.36942,-0.0048099,3.4994,8.0964,28.61,-80.6,9.7921,0.35581,-1.0536E-08,0.042858,3.3037E-05,815.26,269.58,0.010624,0.00027901,29.703,23.118,1.3171,0.64498,6924253,542.95,29.031,0.50274,0.50294,0.20255,0.12612,0.17408,0.038981,0.050998,0.00026955,0,0,0,0,3.3378E-05,0.028094,5,19.635,89.011,0.019561,NaN,14.766,1009,340.25,0.0050389,0.0060215
0.33908,37.046,222.52,618.38,222.55,618.46,0.38716,-2.8403E-05,0.38716,-0.0042033,3.5442,9.7053,28.61,-80.6,9.7921,0.259,-1.1338E-08,0.052736,4.1559E-05,813.86,268.17,0.010608,0.00027875,29.744,23.111,1.3265,0.65418,7022373,541,29.966,0.50459,0.5047,0.20229,0.12666,0.17563,0.028328,0.037303,0.00019935,0,0,0,0,4.9126E-05,0.028495,5,19.635,88.924,0.013269,NaN,14.759,1008.9,340.24,0.0066874,0.0061247
0.34577,38.548,226.66,615.1,226.68,615.22,0.4111,-2.4795E-05,0.4111,-0.0034557,3.6178,12.289,28.61,-80.6,9.7921,0.11208,-1.4021E-08,0.060981,0.00013522,812.09,266.41,0.010589,0.00027843,29.802,23.103,1.3398,0.66635,7152052,538.27,31.234,0.50708,0.5071,0.20195,0.1274,0.17772,0.012224,0.016508,0.00029223,0,0,0,0,6.3314E-05,0.029025,5,19.635,88.786,0.0026109,NaN,14.749,1008.7,340.24,0.010031,0.0062346
0.3558,40.853,232.82,609.92,232.85,610.14,0.44808,-1.9379E-05,0.44808,-0.0024779,3.7629,16.528,28.61,-80.6,9.7921,0.11308,-1.6233E-08,-0.060725,0.00013958,809.63,263.94,0.010562,0.00027799,29.848,23.092,1.3512,0.6845,7345397,534.61,33.197,0.51088,0.5109,0.20144,0.12853,0.18091,0.012369,0.017161,0.00025328,0,0,0,0,-5.95E-05,0.029815,5,19.635,88.561,-0.0027246,NaN,14.734,1008.5,340.23,0.013226,0.0063396
0.36903,43.985,240.89,603.23,240.92,603.6,0.49945,-1.2565E-05,0.49945,-0.0014414,4.0157,21.171,28.61,-80.6,9.792,0.33749,1.9982E-08,-0.036851,5.7342E-05,806.28,260.59,0.010525,0.00027738,29.866,23.076,1.3579,0.70824,7598094,531.88,35.894,0.516,0.51618,0.20074,0.13006,0.18521,0.037322,0.051148,-0.00026021,0,0,0,0,-2.0469E-05,0.030848,5,19.635,88.32,0.0038749,NaN,14.714,1008.1,340.22,0.0041318,0.0064717
0.37316,44.986,243.39,604.18,243.43,604.59,0.51623,-1.0379E-05,0.51623,-0.001152,4.1056,22.155,28.61,-80.6,9.792,0.37591,2.2947E-08,-0.024957,7.4322E-05,803.78,258.1,0.010498,0.00027693,29.878,23.065,1.3627,0.71561,7676480,530.66,36.759,0.51763,0.51785,0.20051,0.13054,0.18657,0.041672,0.05721,-0.00025319,0,0,0,0,-9.1964E-06,0.031168,5,19.635,88.274,0.0069927,NaN,14.708,1008,340.21,0.0036094,0.0065785
0.37677,45.868,245.57,602.75,245.61,603.18,0.53119,-8.4202E-06,0.53119,-0.00090822,4.1867,22.635,28.61,-80.6,9.792,0.39371,2.5029E-08,-0.013478,8.2403E-05,802.67,256.98,0.010486,0.00027673,29.893,23.059,1.3666,0.72203,7744799,529.56,37.524,0.51906,0.51931,0.20032,0.13097,0.18777,0.043718,0.059672,0.00030985,0,0,0,0,-2.6347E-06,0.031448,5,19.635,88.249,0.01064,NaN,14.702,1007.9,340.21,0.0033956,0.0066636
0.38016,46.706,247.62,601.32,247.66,601.75,0.54554,-6.5091E-06,0.54554,-0.00068362,4.264,22.795,28.61,-80.6,9.792,0.3963,2.545E-08,-0.0021015,9.6989E-05,801.67,255.98,0.010475,0.00027655,29.909,23.055,1.3709,0.72806,7808896,528.5,38.249,0.52042,0.52067,0.20013,0.13137,0.18891,0.044055,0.060051,0.00023188,0,0,0,0,-6.2997E-08,0.03171,5,19.635,88.239,0.013975,NaN,14.696,1007.8,340.2,0.0033153,0.0067737
0.38348,47.53,249.61,599.88,249.65,600.31,0.5598,-4.555E-06,0.5598,-0.0004662,4.3395,22.665,28.61,-80.6,9.792,0.3854,2.4627E-08,0.0090899,0.00012144,800.7,255.02,0.010464,0.00027638,29.928,23.05,1.3756,0.73394,7871314,527.46,38.963,0.52175,0.52199,0.19995,0.13177,0.19003,0.042873,0.059178,-0.00020846,0,0,0,0,1.1598E-06,0.031966,5,19.635,88.243,0.017889,NaN,14.691,1007.7,340.2,0.0033075,0.0068613
0.38679,48.359,251.6,598.42,251.64,598.83,0.57428,-2.4912E-06,0.57428,-0.00024855,4.414,22.255,28.61,-80.6,9.792,0.36162,2.4305E-08,0.019954,0.00015755,799.75,254.06,0.010453,0.00027621,29.949,23.046,1.3808,0.73978,7933420,526.39,39.682,0.52309,0.5233,0.19977,0.13217,0.19115,0.040241,0.055881,-0.00036034,0,0,0,0,5.5013E-06,0.03222,5,19.635,88.261,0.023119,NaN,14.686,1007.6,340.2,0.0034445,0.0069503
0.39023,49.229,253.66,596.85,253.7,597.24,0.58961,-1.8293E-07,0.58961,-1.7776E-05,4.4896,21.537,28.61,-80.6,9.792,0.32403,2.3555E-08,0.030535,0.00017149,798.78,253.09,0.010443,0.00027603,29.974,23.041,1.3867,0.74585,7997921,525.25,40.437,0.52449,0.52466,0.19958,0.13259,0.19232,0.036056,0.049728,0.00034109,0,0,0,0,1.2673E-05,0.032484,5,19.635,88.292,0.028513,NaN,14.68,1007.5,340.19,0.0038044,0.0070653
0.39403,50.198,255.93,595.05,255.97,595.4,0.60685,2.5962E-06,0.60685,0.00024512,4.5696,20.427,28.61,-80.6,9.792,0.26896,2.6122E-08,0.0409,0.00013977,797.74,252.05,0.010431,0.00027584,30.005,23.036,1.3939,0.75254,8068952,523.95,41.279,0.52605,0.52616,0.19937,0.13306,0.19362,0.029914,0.041614,0.00026895,0,0,0,0,2.2337E-05,0.032775,5,19.635,88.341,0.03244,NaN,14.674,1007.4,340.19,0.0044614,0.0071615
0.3985,51.346,258.59,592.86,258.63,593.15,0.62743,6.1977E-06,0.62743,0.00056596,4.6573,18.762,28.61,-80.6,9.792,0.18959,2.5648E-08,0.050533,0.00020111,796.55,250.87,0.010418,0.00027563,30.045,23.03,1.4029,0.76036,8151965,522.27,42.278,0.52789,0.52794,0.19912,0.13361,0.19516,0.021065,0.02911,-0.00019186,0,0,0,0,3.34E-05,0.033115,5,19.635,88.415,0.033719,NaN,14.666,1007.2,340.19,0.0062402,0.0072752
