time,altitude,vertical velocity,vertical acceleration,mass,drag cd
55.42362583,706.88458663,-7.47802893,0.00270699,513.26497918,NaN
55.92362583,703.14591024,-7.47667665,0.00270456,513.26497918,NaN
56.42362583,699.40790968,-7.47532558,0.00270213,513.26497918,NaN
56.92362583,695.67058435,-7.47397573,0.00269971,513.26497918,NaN
57.42362583,691.93393364,-7.47262708,0.00269729,513.26497918,NaN
57.92362583,688.19795696,-7.47127965,0.00269487,513.26497918,NaN
58.42362583,684.4626537,-7.46993342,0.00269246,513.26497918,NaN
58.92362583,680.72802324,-7.46858839,0.00269005,513.26497918,NaN
59.42362583,676.99406501,-7.46724457,0.00268765,513.26497918,NaN
59.92362583,673.26077838,-7.46590194,0.00268525,513.26497918,NaN
60.42362583,669.52816276,-7.46456052,0.00268285,513.26497918,NaN
60.92362583,665.79621756,-7.46322029,0.00268046,513.26497918,NaN
61.42362583,662.06494218,-7.46188125,0.00267807,513.26497918,NaN
61.92362583,658.33433601,-7.46054342,0.00267568,513.26497918,NaN
62.42362583,654.60439846,-7.45920677,0.0026733,513.26497918,NaN
62.92362583,650.87512895,-7.45787131,0.00267092,513.26497918,NaN
63.42362583,647.14652686,-7.45653704,0.00266854,513.26497918,NaN
63.92362583,643.41859161,-7.45520395,0.00266617,513.26497918,NaN
64.42362583,639.69132261,-7.45387205,0.0026638,513.26497918,NaN
64.92362583,635.96471926,-7.45254133,0.00266144,513.26497918,NaN
65.42362583,632.23878098,-7.4512118,0.00265907,513.26497918,NaN
65.92362583,628.51350717,-7.44988344,0.00265672,513.26497918,NaN
66.42362583,624.78889725,-7.44855626,0.00265436,513.26497918,NaN
66.92362583,621.06495062,-7.44723025,0.00265201,513.26497918,NaN
67.42362583,617.3416667,-7.44590542,0.00264966,513.26497918,NaN
67.92362583,613.6190449,-7.44458176,0.00264732,513.26497918,NaN
68.42362583,609.89708465,-7.44325927,0.00264498,513.26497918,NaN
68.92362583,606.17578534,-7.44193795,0.00264264,513.26497918,NaN
69.42362583,602.4551464,-7.44061779,0.00264031,513.26497918,NaN
69.92362583,598.73516725,-7.4392988,0.00263798,513.26497918,NaN
70.42362583,595.01584731,-7.43798098,0.00263565,513.26497918,NaN
70.92362583,591.29718599,-7.43666431,0.00263333,513.26497918,NaN
71.42362583,587.57918271,-7.43534881,0.00263101,513.26497918,NaN
71.92362583,583.86183689,-7.43403446,0.0026287,513.26497918,NaN
72.42362583,580.14514796,-7.43272127,0.00262638,513.26497918,NaN
72.92362583,576.42911534,-7.43140923,0.00262408,513.26497918,NaN
73.42362583,572.71373844,-7.43009834,0.00262177,513.26497918,NaN
73.92362583,568.99901671,-7.42878861,0.00261947,513.26497918,NaN
74.42362583,565.28494955,-7.42748002,0.00261717,513.26497918,NaN
74.92362583,561.57153639,-7.42617259,0.00261487,513.26497918,NaN
75.42362583,557.85877667,-7.4248663,0.00261258,513.26497918,NaN
75.92362583,554.14666981,-7.42356115,0.00261029,513.26497918,NaN
76.42362583,550.43521524,-7.42225714,0.00260801,513.26497918,NaN
76.92362583,546.72441238,-7.42095428,0.00260573,513.26497918,NaN
77.42362583,543.01426067,-7.41965255,0.00260345,513.26497918,NaN
77.92362583,539.30475954,-7.41835197,0.00260118,513.26497918,NaN
78.42362583,535.59590842,-7.41705252,0.0025989,513.26497918,NaN
78.92362583,531.88770675,-7.4157542,0.00259664,513.26497918,NaN
79.42362583,528.18015394,-7.41445701,0.00259437,513.26497918,NaN
79.92362583,524.47324945,-7.41316096,0.00259211,513.26497918,NaN
80.42362583,520.76699271,-7.41186603,0.00258985,513.26497918,NaN
80.92362583,517.06138314,-7.41057223,0.0025876,513.26497918,NaN
81.42362583,513.35642019,-7.40927956,0.00258535,513.26497918,NaN
81.92362583,509.6521033,-7.40798801,0.0025831,513.26497918,NaN
82.42362583,505.94843191,-7.40669758,0.00258085,513.26497918,NaN
82.92362583,502.24540544,-7.40540827,0.00257861,513.26497918,NaN
83.42362583,498.54302335,-7.40412009,0.00257638,513.26497918,NaN
83.92362583,494.84129546,-7.40279149,0.0026572,513.26497918,NaN
84.42362583,491.14024421,-7.4014135,0.00275598,513.26497918,NaN
84.92362583,487.43987756,-7.40005309,0.00272081,513.26497918,NaN
85.42362583,483.74019213,-7.39868865,0.00272889,513.26497918,NaN
85.92362583,480.04118818,-7.39732715,0.002723,513.26497918,NaN
86.42362583,476.34286481,-7.39596634,0.00272163,513.26497918,NaN
86.92362583,472.64522149,-7.39460693,0.0027188,513.26497918,NaN
87.42362583,468.94825758,-7.39324871,0.00271646,513.26497918,NaN
87.92362583,465.25197247,-7.39189173,0.00271396,513.26497918,NaN
88.42362583,461.55636555,-7.39053597,0.00271151,513.26497918,NaN
88.92362583,457.86143619,-7.38918144,0.00270906,513.26497918,NaN
89.42362583,454.1671838,-7.38782814,0.00270661,513.26497918,NaN
89.92362583,450.47360775,-7.38647606,0.00270416,513.26497918,NaN
90.42362583,446.78070744,-7.3851252,0.00270172,513.26497918,NaN
90.92362583,443.08848225,-7.38377555,0.00269928,513.26497918,NaN
91.42362583,439.39693158,-7.38242713,0.00269685,513.26497918,NaN
91.92362583,435.70605482,-7.38107992,0.00269442,513.26497918,NaN
92.42362583,432.01585136,-7.37973392,0.00269199,513.26497918,NaN
92.92362583,428.32632059,-7.37838914,0.00268957,513.26497918,NaN
93.42362583,424.63746192,-7.37704557,0.00268715,513.26497918,NaN
93.92362583,420.94927472,-7.3757032,0.00268473,513.26497918,NaN
94.42362583,417.26175842,-7.37436204,0.00268232,513.26497918,NaN
94.92362583,413.57491239,-7.37302208,0.00267991,513.26497918,NaN
95.42362583,409.88873603,-7.37168333,0.00267751,513.26497918,NaN
95.92362583,406.20322876,-7.37034577,0.00267511,513.26497918,NaN
96.42362583,402.51838996,-7.36900942,0.00267271,513.26497918,NaN
96.92362583,398.83421904,-7.36767426,0.00267032,513.26497918,NaN
97.42362583,395.1507154,-7.3663403,0.00266793,513.26497918,NaN
97.92362583,391.46787845,-7.36500753,0.00266554,513.26497918,NaN
98.42362583,387.78570758,-7.36367595,0.00266316,513.26497918,NaN
98.92362583,384.1042022,-7.36234556,0.00266078,513.26497918,NaN
99.42362583,380.42336172,-7.36101636,0.0026584,513.26497918,NaN
99.92362583,376.74318555,-7.35968834,0.00265603,513.26497918,NaN
100.42362583,373.06367309,-7.35836151,0.00265366,513.26497918,NaN
100.92362583,369.38482374,-7.35703586,0.0026513,513.26497918,NaN
101.42362583,365.70663693,-7.35571139,0.00264894,513.26497918,NaN
101.92362583,362.02911206,-7.3543881,0.00264658,513.26497918,NaN
102.42362583,358.35224854,-7.35306599,0.00264423,513.26497918,NaN
102.92362583,354.67604578,-7.35174505,0.00264188,513.26497918,NaN
103.42362583,351.00050319,-7.35042529,0.00263953,513.26497918,NaN
103.92362583,347.3256202,-7.34910669,0.00263719,513.26497918,NaN
104.42362583,343.65139621,-7.34778927,0.00263485,513.26497918,NaN
104.92362583,339.97783064,-7.34647302,0.00263251,513.26497918,NaN
105.42362583,336.3049229,-7.34515793,0.00263018,513.26497918,NaN
105.92362583,332.63267242,-7.343844,0.00262785,513.26497918,NaN
106.42362583,328.96107861,-7.34253124,0.00262552,513.26497918,NaN
106.92362583,325.29014089,-7.34121964,0.0026232,513.26497918,NaN
107.42362583,321.61985868,-7.3399092,0.00262088,513.26497918,NaN
107.92362583,317.9502314,-7.33859992,0.00261857,513.26497918,NaN
108.42362583,314.28125847,-7.33729179,0.00261625,513.26497918,NaN
108.92362583,310.61293932,-7.33598482,0.00261395,513.26497918,NaN
109.42362583,306.94527336,-7.334679,0.00261164,513.26497918,NaN
109.92362583,303.27826003,-7.33337433,0.00260934,513.26497918,NaN
110.42362583,299.61189875,-7.33207081,0.00260704,513.26497918,NaN
110.92362583,295.94618894,-7.33076843,0.00260475,513.26497918,NaN
111.42362583,292.28113003,-7.3294672,0.00260246,513.26497918,NaN
111.92362583,288.61672145,-7.32816712,0.00260017,513.26497918,NaN
112.42362583,284.95296263,-7.32686818,0.00259788,513.26497918,NaN
112.92362583,281.28985299,-7.32557037,0.0025956,513.26497918,NaN
113.42362583,277.62739197,-7.32427371,0.00259333,513.26497918,NaN
113.92362583,273.96557899,-7.32297818,0.00259105,513.26497918,NaN
114.42362583,270.3044135,-7.32168379,0.00258878,513.26497918,NaN
114.92362583,266.64389491,-7.32039054,0.00258652,513.26497918,NaN
115.42362583,262.98402268,-7.31909841,0.00258425,513.26497918,NaN
115.92362583,259.32479622,-7.31780741,0.00258199,513.26497918,NaN
116.42362583,255.66621498,-7.31651755,0.00257973,513.26497918,NaN
116.92362583,252.00827839,-7.31522881,0.00257748,513.26497918,NaN
117.42362583,248.35098589,-7.31394119,0.00257523,513.26497918,NaN
117.92362583,244.69433692,-7.3126547,0.00257298,513.26497918,NaN
118.42362583,241.03833091,-7.31136933,0.00257074,513.26497918,NaN
118.92362583,237.38296731,-7.31008508,0.0025685,513.26497918,NaN
119.42362583,233.72824555,-7.30880195,0.00256626,513.26497918,NaN
119.92362583,230.07416508,-7.30751994,0.00256403,513.26497918,NaN
120.42362583,226.42072533,-7.30623904,0.0025618,513.26497918,NaN
120.92362583,222.76792576,-7.30495925,0.00255957,513.26497918,NaN
121.42362583,219.1157658,-7.30368058,0.00255735,513.26497918,NaN
121.92362583,215.4642449,-7.30240302,0.00255513,513.26497918,NaN
122.42362583,211.81336251,-7.30112656,0.00255291,513.26497918,NaN
122.92362583,208.16311806,-7.29985122,0.00255069,513.26497918,NaN
123.42362583,204.51351101,-7.29857697,0.00254848,513.26497918,NaN
123.92362583,200.86454081,-7.29730384,0.00254628,513.26497918,NaN
124.42362583,197.2162069,-7.2960318,0.00254407,513.26497918,NaN
124.92362583,193.56850874,-7.29476086,0.00254187,513.26497918,NaN
125.42362583,189.92144577,-7.29349103,0.00253967,513.26497918,NaN
125.92362583,186.27501744,-7.29222229,0.00253748,513.26497918,NaN
126.42362583,182.6292232,-7.29095464,0.00253529,513.26497918,NaN
126.92362583,178.98406252,-7.28968809,0.0025331,513.26497918,NaN
127.42362583,175.33953484,-7.28842264,0.00253091,513.26497918,NaN
127.92362583,171.69563961,-7.28715827,0.00252873,513.26497918,NaN
128.42362583,168.0523763,-7.28589499,0.00252655,513.26497918,NaN
128.92362583,164.40974435,-7.2846328,0.00252438,513.26497918,NaN
129.42362583,160.76774322,-7.2833717,0.00252221,513.26497918,NaN
129.92362583,157.12637238,-7.28211168,0.00252004,513.26497918,NaN
130.42362583,153.48563127,-7.28085274,0.00251787,513.26497918,NaN
130.92362583,149.84551936,-7.27959489,0.00251571,513.26497918,NaN
131.42362583,146.20603611,-7.27833811,0.00251355,513.26497918,NaN
131.92362583,142.56718098,-7.27708242,0.00251139,513.26497918,NaN
132.42362583,138.92895343,-7.2758278,0.00250924,513.26497918,NaN
132.92362583,135.29135292,-7.27457425,0.00250709,513.26497918,NaN
133.42362583,131.65437891,-7.27332178,0.00250494,513.26497918,NaN
133.92362583,128.01803087,-7.27207038,0.0025028,513.26497918,NaN
134.42362583,124.38230827,-7.27082005,0.00250066,513.26497918,NaN
134.92362583,120.74721056,-7.26957079,0.00249852,513.26497918,NaN
135.42362583,117.11273721,-7.26832259,0.00249639,513.26497918,NaN
135.92362583,113.4788877,-7.26707546,0.00249426,513.26497918,NaN
136.42362583,109.84566148,-7.2658294,0.00249213,513.26497918,NaN
136.92362583,106.21305803,-7.2645844,0.00249,513.26497918,NaN
137.42362583,102.58107682,-7.26334046,0.00248788,513.26497918,NaN
137.92362583,98.94971731,-7.26209758,0.00248576,513.26497918,NaN
138.42362583,95.31897898,-7.26085575,0.00248365,513.26497918,NaN
138.92362583,91.68886129,-7.25961499,0.00248153,513.26497918,NaN
139.42362583,88.05936373,-7.25837527,0.00247942,513.26497918,NaN
139.92362583,84.43048576,-7.25713662,0.00247732,513.26497918,NaN
140.42362583,80.80222685,-7.25589901,0.00247521,513.26497918,NaN
140.92362583,77.17458648,-7.25466245,0.00247311,513.26497918,NaN
141.42362583,73.54756413,-7.25342695,0.00247101,513.26497918,NaN
141.92362583,69.92115927,-7.25219249,0.00246892,513.26497918,NaN
142.42362583,66.29537139,-7.25095907,0.00246683,513.26497918,NaN
142.92362583,62.67019994,-7.2497267,0.00246474,513.26497918,NaN
143.42362583,59.04564442,-7.24849537,0.00246265,513.26497918,NaN
143.92362583,55.42170431,-7.24726509,0.00246057,513.26497918,NaN
144.42362583,51.79837907,-7.24603584,0.00245849,513.26497918,NaN
144.92362583,48.1756682,-7.24480763,0.00245642,513.26497918,NaN
145.42362583,44.55357118,-7.24358046,0.00245434,513.26497918,NaN
145.92362583,40.93208748,-7.24235433,0.00245227,513.26497918,NaN
146.42362583,37.31121659,-7.24112923,0.0024502,513.26497918,NaN
146.92362583,33.690958,-7.23990516,0.00244814,513.26497918,NaN
147.42362583,30.07131118,-7.23868212,0.00244608,513.26497918,NaN
147.92362583,26.45227562,-7.23746011,0.00244402,513.26497918,NaN
148.42362583,22.83385081,-7.23623913,0.00244196,513.26497918,NaN
148.92362583,19.21603624,-7.23501917,0.00243991,513.26497918,NaN
149.42362583,15.59883138,-7.23380024,0.00243786,513.26497918,NaN
149.92362583,11.98223574,-7.23258234,0.00243581,513.26497918,NaN
150.42362583,8.36624879,-7.23136545,0.00243377,513.26497918,NaN
150.92362583,4.75087003,-7.23014959,0.00243173,513.26497918,NaN
151.42362583,1.13609894,-7.22893475,0.00242969,513.26497918,NaN
151.58078992,0,-7.22855321,0.00242765,513.26497918,NaN
